0,1,2,3
9292,27397335,7,Office (1)
9293,27397335,15,Other
4989,27399005,3,Commercial and office space
4990,27399005,5,1984
4991,27399005,14,"1,371 sqft"
4992,27399005,7,Commercial (1)
8952,27405883,3,Offices only
8953,27405883,5,1930
8954,27405883,14,"8,200 sqft"
8955,27405883,1,"6,188 sqft"
8956,27405883,7,Office (1)
3593,27409271,3,Commercial and office space
3594,27409271,14,"From 500 sqft to 5,922 sqft"
3595,27409271,7,"Commercial (1), Office (3)"
100,27409275,3,Commercial and office space
101,27409275,5,1989
102,27409275,14,"2,475 sqft"
103,27409275,7,Office (1)
3546,27409624,3,Offices only
3547,27409624,5,1985
3548,27409624,14,1 sqft
3549,27409624,12,"4,800 sqft"
3550,27409624,1,"26,608 sqft"
3551,27409624,7,Office (1)
3552,27409624,15,Video store
10355,27416608,1,"23,195 sqft"
10356,27416608,1,Residential
5506,27426518,3,Commercial and office space
5507,27426518,14,"1,936 sqft"
5508,27426518,7,Commercial (1)
5509,27426518,15,Variety store
5977,27427131,3,Commercial only
5978,27427131,5,Unknown age
5979,27427131,14,"1,900 sqft"
5980,27427131,7,Commercial (1)
3925,27431553,3,Commercial and office space
3926,27431553,14,103 sqft
3927,27431553,7,Office (1)
70,27441610,3,Commercial only
71,27441610,5,Unknown age
72,27441610,14,"3,000 sqft"
73,27441610,12,"3,000 sqft"
74,27441610,7,Commercial (1)
2427,27450640,3,Commercial and office space
2428,27450640,5,"To be built, New"
2429,27450640,14,"From 12,000 sqft to 24,000 sqft"
2430,27450640,7,"Commercial (1), Office (1)"
2431,27450640,15,"Pet shop, Butcher shop, Bakery, Boutique, Deli/Cheese shop, Fruits and vegetables, Florist, Pharmacy, Grocery store, Restaurant, Beauty salon"
7144,27474746,3,Commercial only
7145,27474746,5,"To be built, New"
7146,27474746,14,"4,570 sqft"
7147,27474746,12,"4,670 sqft"
7148,27474746,1,"15,596 sqft"
7149,27474746,7,Commercial (1)
2702,27482072,3,Offices only
2703,27482072,5,1982
2704,27482072,14,149 sqft
2705,27482072,7,Office (1)
10032,27484546,3,Commercial only
10033,27484546,14,"30,000 sqft"
10034,27484546,7,Commercial (1)
396,27488600,3,Commercial only
397,27488600,5,1979
398,27488600,14,"2,343 sqft"
399,27488600,1,"30,871 sqft"
400,27488600,7,Commercial (1)
9302,27490415,3,Offices only
9303,27490415,14,150 sqft
9304,27490415,7,Commercial (1)
10106,27516039,3,Commercial only
10107,27516039,14,416 sqft
10108,27516039,7,Commercial (1)
8040,27517584,3,Commercial and residential
8041,27517584,5,1963
8042,27517584,14,600 sqft
8043,27517584,7,Commercial (1)
8044,27517584,15,Boutique
10320,27522132,3,Offices only
10321,27522132,5,1989
10322,27522132,14,975 sqft
10323,27522132,12,975 sqft
10324,27522132,1,"30,165 sqft"
10325,27522132,7,Office (1)
8854,27549992,3,Commercial and office space
8855,27549992,14,"1,920 sqft"
8856,27549992,7,Office (1)
8857,27549992,15,"Health centre, Offices"
7453,27568678,3,Offices only
7454,27568678,14,"2,200 sqft"
7455,27568678,7,Commercial (1)
428,27598606,3,Offices only
429,27598606,5,2013
430,27598606,14,"2,280 sqft"
431,27598606,7,Office (1)
9765,27598673,3,Commercial and office space
9766,27598673,14,104 sqft
9767,27598673,7,Commercial (1)
3791,27600192,3,Commercial and office space
3792,27600192,5,Unknown age
3793,27600192,14,"1,036 sqft"
3794,27600192,1,"4,873 sqft"
3795,27600192,7,Commercial (1)
690,27603465,3,Commercial only
691,27603465,14,"1,121 sqft"
692,27603465,7,Commercial (1)
3654,27620959,3,Commercial only
3655,27620959,14,840 sqft
3656,27620959,7,Commercial (1)
2240,27622226,3,Offices only
2241,27622226,14,"1,200 sqft"
2242,27622226,7,Office (1)
4606,27633949,3,Offices only
4607,27633949,5,2017
4608,27633949,14,262 sqft
4609,27633949,7,Commercial (1)
6857,27637806,3,Commercial only
6858,27637806,14,"2,800 sqft"
6859,27637806,7,Commercial (1)
1773,27638170,3,Commercial only
1774,27638170,14,350 sqft
1775,27638170,7,Commercial (1)
2147,27646136,3,Offices only
2148,27646136,5,Unknown age
2149,27646136,14,"2,236 sqft"
2150,27646136,7,Office (1)
6948,27661700,3,Commercial only
6949,27661700,5,Unknown age
6950,27661700,14,"1,550 sqft"
6951,27661700,7,Commercial (1)
8510,27665691,3,Offices only
8511,27665691,14,"2,650 sqft"
8512,27665691,12,"2,650 sqft"
8513,27665691,1,"16,475 sqft"
8514,27665691,7,Office (1)
401,27667507,3,Commercial only
402,27667507,5,"1950, Being converted"
403,27667507,14,"6,000 sqft"
404,27667507,7,Commercial (1)
405,27667507,15,Restaurant
6998,27668007,3,Commercial and residential
6999,27668007,5,1953
7000,27668007,14,"1,445 sqft"
7001,27668007,12,"1,447 sqft"
7002,27668007,1,"2,150 sqft"
7003,27668007,7,Commercial (1)
9075,27670454,3,Commercial only
9076,27670454,5,2003
9077,27670454,14,"2,100 sqft"
9078,27670454,7,Commercial (1)
5902,27712046,3,Offices only
5903,27712046,14,"1,300 sqft"
5904,27712046,7,Office (1)
5905,27712046,15,Offices
2670,27714368,3,Commercial and office space
2671,27714368,14,130 sqft
2672,27714368,7,Commercial (1)
247,27714516,3,Commercial and office space
248,27714516,5,1900
249,27714516,14,"1,020 sqft"
250,27714516,7,Office (1)
7347,27716253,3,Commercial and office space
7348,27716253,5,1972
7349,27716253,14,"5,389 sqft"
7350,27716253,12,"5,389 sqft"
7351,27716253,1,"66,616 sqft"
7352,27716253,7,Commercial (1)
6812,27723581,3,Commercial and office space
6813,27723581,5,Unknown age
6814,27723581,14,"1,880 sqft"
6815,27723581,12,"1,374 sqft"
6816,27723581,1,"51,877 sqft"
6817,27723581,7,Commercial (1)
6825,27724917,3,Commercial and office space
6826,27724917,14,232 sqft
6827,27724917,7,Office (1)
4146,27725317,3,Commercial and office space
4147,27725317,5,Unknown age
4148,27725317,14,"2,000 sqft"
4149,27725317,7,Commercial (1)
2001,27725338,3,Commercial only
2002,27725338,14,700 sqft
2003,27725338,12,700 sqft
2004,27725338,7,Commercial (1)
481,27726990,3,Commercial and office space
482,27726990,5,2011
483,27726990,14,"3,506 sqft"
484,27726990,12,"3,506 sqft"
485,27726990,1,"176,897 sqft"
486,27726990,7,Commercial (1)
1111,27728226,3,Commercial and office space
1112,27728226,14,"2,770 sqft"
1113,27728226,7,Office (1)
1114,27728226,15,Professional Offices
6589,27729067,3,Offices only
6590,27729067,5,Unknown age
6591,27729067,14,"1,973 sqft"
6592,27729067,7,Office (1)
7811,27736841,3,Offices only
7812,27736841,14,"3,000 sqft"
7813,27736841,7,Office (1)
4315,27741037,3,Commercial only
4316,27741037,5,1978
4317,27741037,14,"3,696 sqft"
4318,27741037,12,"4,000 sqft"
4319,27741037,7,Commercial (1)
4320,27741037,15,Daycare centre
588,27746072,3,Industrial and offices
589,27746072,5,"To be built, New"
590,27746072,14,"4,000 sqft"
591,27746072,12,"4,000 sqft"
592,27746072,7,Commercial (1)
10142,27756999,3,Commercial and office space
10143,27756999,5,"To be built, New"
10144,27756999,14,"1,630 sqft"
10145,27756999,7,Commercial (1)
1900,27777286,3,Industrial and offices
1901,27777286,5,1976
1902,27777286,14,1 sqft
1903,27777286,1,"152,440 sqft"
1904,27777286,7,Industrial (1)
274,27786058,3,Offices only
275,27786058,14,"From 874 sqft to 6,314 sqft"
276,27786058,7,Office (5)
8376,27791619,3,Commercial and office space
8377,27791619,5,1983
8378,27791619,14,"2,766 sqft"
8379,27791619,1,"11,051 sqft"
8380,27791619,7,Office (1)
8381,27791619,15,offices
3423,27799490,3,Commercial only
3424,27799490,5,Unknown age
3425,27799490,14,"From 2,200 sqft to 7,262 sqft"
3426,27799490,12,"7,488 sqft"
3427,27799490,1,"7,564 sqft"
3428,27799490,7,Commercial (2)
5945,27820220,3,Commercial and office space
5946,27820220,14,445 sqft
5947,27820220,7,Commercial (1)
2734,27828625,3,Commercial only
2735,27828625,5,1990
2736,27828625,14,830 sqft
2737,27828625,7,Commercial (1)
2738,27828625,15,"Travel agency, Jewellery store, Butcher shop, Bakery, Laundromat, Deli/Cheese shop, Shoe repair shop, Candy/Chocolate shop, Ice cream shop, Florist, Dry-cleaning, Pastry shop"
3242,27828748,3,Commercial and residential
3243,27828748,5,1928
3244,27828748,14,1 sqft
3245,27828748,12,845 sqft
3246,27828748,7,Commercial (1)
7976,27829321,3,Commercial and office space
7977,27829321,14,815 sqft
7978,27829321,7,Office (1)
7979,27829321,15,Office
3499,27831782,3,Commercial and industrial
3500,27831782,5,2005
3501,27831782,14,"6,525 sqft"
3502,27831782,12,"6,525 sqft"
3503,27831782,7,Industrial (1)
8088,27847958,3,Commercial only
8089,27847958,14,"4,000 sqft"
8090,27847958,7,Commercial (1)
8091,27847958,15,COFFEE SHOP/DAYCARE/OFFICE
5218,27868578,3,Offices only
5219,27868578,5,1953
5220,27868578,14,465 sqft
5221,27868578,7,Office (1)
5222,27868578,15,Other
6234,27868963,3,Industrial and offices
6235,27868963,14,"9,000 sqft"
6236,27868963,12,"9,000 sqft"
6237,27868963,7,Warehouse (1)
4972,27875043,3,Commercial only
4973,27875043,5,Unknown age
4974,27875043,14,95 sqft
4975,27875043,7,Commercial (1)
4470,27876242,3,Commercial and office space
4471,27876242,14,900 sqft
4472,27876242,1,900 sqft
4473,27876242,7,Commercial (1)
4228,27881819,3,Commercial and residential
4229,27881819,14,960 sqft
4230,27881819,7,Commercial (1)
4231,27881819,15,Other
8657,27900135,3,Commercial and office space
8658,27900135,5,"Under construction, New"
8659,27900135,14,"From 2,575 sqft to 5,175 sqft"
8660,27900135,7,Commercial (2)
8242,27914147,3,Commercial only
8243,27914147,14,"1,100 sqft"
8244,27914147,1,"13,117 sqft"
8245,27914147,7,Office (1)
7376,27915865,3,Offices only
7377,27915865,5,Unknown age
7378,27915865,14,195 sqft
7379,27915865,7,Office (1)
7380,27915865,15,Professional
4084,27921025,3,Offices only
4085,27921025,5,1974
4086,27921025,14,"3,783 sqft"
4087,27921025,12,"3,783 sqft"
4088,27921025,7,Office (1)
78,27941324,3,Commercial only
79,27941324,5,1887
80,27941324,14,"1,263 sqft"
81,27941324,7,Commercial (1)
82,27941324,15,Restaurant
4834,27945035,3,Commercial and office space
4835,27945035,5,1971
4836,27945035,14,"1,600 sqft"
4837,27945035,7,Commercial (1)
5689,27947851,3,Commercial only
5690,27947851,14,800 sqft
5691,27947851,7,Commercial (1)
9046,27956483,3,Commercial and industrial
9047,27956483,14,900 sqft
9048,27956483,7,Warehouse (1)
5357,27965182,3,Commercial only
5358,27965182,14,"2,000 sqft"
5359,27965182,7,Commercial (1)
5360,27965182,15,Commercial
2673,27974448,3,Commercial only
2674,27974448,5,Unknown age
2675,27974448,14,666 sqft
2676,27974448,7,Commercial (1)
2677,27974448,15,Restaurant
4930,28003189,3,Offices only
4931,28003189,14,"3,800 sqft"
4932,28003189,7,Commercial (1)
8468,28008665,3,Commercial only
8469,28008665,5,1965
8470,28008665,14,200 sqft
8471,28008665,7,Commercial (1)
4340,28013844,3,Commercial and office space
4341,28013844,5,"To be built, New"
4342,28013844,14,"1,500 sqft"
4343,28013844,7,Commercial (1)
6328,28015605,3,Commercial and office space
6329,28015605,14,"3,800 sqft"
6330,28015605,7,Office (1)
2765,28030931,3,Commercial and office space
2766,28030931,14,"1,800 sqft"
2767,28030931,7,Commercial (1)
3208,28040522,3,Commercial and office space
3209,28040522,14,"1,800 sqft"
3210,28040522,7,Commercial (1)
6406,28050783,3,Commercial only
6407,28050783,14,"1,100 sqft"
6408,28050783,7,Commercial (1)
6409,28050783,15,"Travel agency, Antique, Bar, Boutique"
7275,28055430,3,Commercial only
7276,28055430,5,1970
7277,28055430,14,"2,500 sqft"
7278,28055430,7,Office (1)
7279,28055430,15,Other
9555,28065500,3,Industrial only
9556,28065500,5,2015
9557,28065500,14,"15,000 sqft"
9558,28065500,7,Industrial (1)
8819,28079705,3,Commercial only
8820,28079705,14,700 sqft
8821,28079705,7,Commercial (1)
8822,28079705,15,Other
1143,28083769,3,Commercial only
1144,28083769,5,Unknown age
1145,28083769,14,"8,600 sqft"
1146,28083769,12,"8,600 sqft"
1147,28083769,7,Commercial (1)
1355,28084169,3,Commercial and office space
1356,28084169,5,2017
1357,28084169,14,"1,400 sqft"
1358,28084169,7,Office (1)
7750,28091248,3,Commercial and industrial
7751,28091248,5,Unknown age
7752,28091248,14,"From 2,000 sqft to 4,300 sqft"
7753,28091248,7,Commercial (2)
7754,28091248,15,Other
5380,28091259,3,Commercial only
5381,28091259,5,Unknown age
5382,28091259,14,"1,700 sqft"
5383,28091259,7,Commercial (1)
6719,28118772,3,Commercial only
6720,28118772,5,Unknown age
6721,28118772,14,"8,900 sqft"
6722,28118772,7,Commercial (1)
7127,28118817,3,Industrial only
7128,28118817,5,1967
7129,28118817,14,"9,000 sqft"
7130,28118817,12,"9,000 sqft"
7131,28118817,7,Industrial (1)
3542,28126760,3,Commercial and office space
3543,28126760,5,2013
3544,28126760,14,"From 500 sqft to 3,200 sqft"
3545,28126760,7,"Commercial (2), Office (1)"
3507,28127008,3,Commercial only
3508,28127008,5,1974
3509,28127008,14,"2,822 sqft"
3510,28127008,12,"27,532 sqft"
3511,28127008,1,"95,773 sqft"
3512,28127008,7,Commercial (1)
393,28128788,3,Offices only
394,28128788,14,"2,500 sqft"
395,28128788,7,Office (1)
2129,28133834,3,Commercial and office space
2130,28133834,5,1956
2131,28133834,14,"1,700 sqft"
2132,28133834,1,"5,000 sqft"
2133,28133834,7,Commercial (1)
6880,28134691,3,Offices only
6881,28134691,5,Unknown age
6882,28134691,14,"1,104 sqft"
6883,28134691,1,"4,746 sqft"
6884,28134691,7,Office (1)
9514,28137729,3,Commercial and office space
9515,28137729,5,1940
9516,28137729,14,"1,600 sqft"
9517,28137729,7,Commercial (1)
3650,28157113,3,Offices only
3651,28157113,5,1885
3652,28157113,14,"3,300 sqft"
3653,28157113,7,Office (1)
9826,28159173,3,Offices only
9827,28159173,5,1928
9828,28159173,14,"12,000 sqft"
9829,28159173,7,Office (1)
8305,28176612,3,Offices only
8306,28176612,14,164 sqft
8307,28176612,7,Office (1)
1184,28181297,3,Commercial only
1185,28181297,5,1970
1186,28181297,14,"4,300 sqft"
1187,28181297,12,"2,100 sqft"
1188,28181297,1,"6,425 sqft"
1189,28181297,7,Commercial (1)
2407,28190594,3,Commercial and office space
2408,28190594,14,"2,400 sqft"
2409,28190594,12,"2,400 sqft"
2410,28190594,7,Commercial (1)
1190,28191547,3,Offices only
1191,28191547,5,1967
1192,28191547,14,"7,463 sqft"
1193,28191547,12,"7,463 sqft"
1194,28191547,1,"70,383 sqft"
1195,28191547,7,Office (1)
1196,28191547,15,Other
8780,28209980,3,Commercial and residential
8781,28209980,5,Unknown age
8782,28209980,14,260 sqft
8783,28209980,12,260 sqft
8784,28209980,7,Commercial (1)
9533,28216867,3,Commercial only
9534,28216867,5,1945
9535,28216867,14,"7,625 sqft"
9536,28216867,7,Commercial (1)
1466,28222455,3,Commercial and office space
1467,28222455,14,"5,500 sqft"
1468,28222455,7,Commercial (1)
1469,28222455,15,Other
8803,28239666,3,Commercial and office space
8804,28239666,5,2010
8805,28239666,14,145 sqft
8806,28239666,1,"8,389 sqft"
8807,28239666,7,Office (1)
8808,28239666,15,"Health centre, Photo studio, Accounting, Massotherapy, Home care, Other"
2314,28239698,3,Commercial and office space
2315,28239698,14,800 sqft
2316,28239698,7,Commercial (1)
4185,28243921,3,Offices only
4186,28243921,5,1836
4187,28243921,14,"1,345 sqft"
4188,28243921,7,Office (1)
2103,28248612,3,Commercial and office space
2104,28248612,14,1 sqft
2105,28248612,7,Office (1)
6929,28253573,3,Commercial and office space
6930,28253573,5,1947
6931,28253573,14,218 sqft
6932,28253573,7,Commercial (1)
9839,28261213,3,Commercial and office space
9840,28261213,5,1933
9841,28261213,14,"1,247 sqft"
9842,28261213,7,Commercial (1)
7466,28273167,3,Commercial and office space
7467,28273167,5,"Unknown age, Historic"
7468,28273167,14,"1,700 sqft"
7469,28273167,7,Office (1)
9559,28297265,3,Industrial and offices
9560,28297265,5,1987
9561,28297265,14,"45,684 sqft"
9562,28297265,12,"45,684 sqft"
9563,28297265,1,"99,154 sqft"
9564,28297265,7,Industrial (1)
3432,28300836,3,Commercial only
3433,28300836,5,"1950, Being converted"
3434,28300836,14,"1,500 sqft"
3435,28300836,7,Commercial (1)
3436,28300836,15,Restaurant
1091,28313853,3,Offices only
1092,28313853,14,114 sqft
1093,28313853,7,Commercial (1)
1780,28328177,3,Commercial only
1781,28328177,5,1980
1782,28328177,14,"1,200 sqft"
1783,28328177,1,"14,122 sqft"
1784,28328177,7,Office (1)
4797,28340720,3,Offices only
4798,28340720,14,255 sqft
4799,28340720,12,255 sqft
4800,28340720,7,Office (1)
1423,28340957,3,Commercial only
1424,28340957,5,Unknown age
1425,28340957,14,"1,376 sqft"
1426,28340957,7,Commercial (1)
3590,28342790,3,Commercial and office space
3591,28342790,14,"3,261 sqft"
3592,28342790,7,Office (1)
10397,28349238,1,"4,791,600 sqft"
10398,28349238,1,"Agricultural, Residential"
447,28351934,3,Industrial and offices
448,28351934,5,1986
449,28351934,14,"6,000 sqft"
450,28351934,12,"6,000 sqft"
451,28351934,7,Industrial (1)
7721,28356493,3,Commercial only
7722,28356493,14,"1,100 sqft"
7723,28356493,7,Commercial (1)
7724,28356493,15,Variety store
1553,28358044,3,Commercial and office space
1554,28358044,14,"1,500 sqft"
1555,28358044,7,Commercial (1)
3577,28385575,3,STORAGE
3578,28385575,14,850 sqft
3579,28385575,7,Warehouse (1)
842,28385682,3,Offices only
843,28385682,14,"1,570 sqft"
844,28385682,7,Office (1)
845,28385682,15,School
6619,28386668,3,Commercial only
6620,28386668,14,"1,200 sqft"
6621,28386668,7,Commercial (1)
9455,28391988,3,Commercial only
9456,28391988,5,Unknown age
9457,28391988,14,"1,180 sqft"
9458,28391988,12,"1,180 sqft"
9459,28391988,7,Commercial (1)
9460,28391988,15,Other
1263,28394293,3,Commercial only
1264,28394293,5,1965
1265,28394293,14,"1,615 sqft"
1266,28394293,7,Office (1)
9461,28400279,3,Commercial and office space
9462,28400279,14,"1,100 sqft"
9463,28400279,7,Commercial (1)
2552,28401585,3,Commercial and office space
2553,28401585,5,1939
2554,28401585,14,"2,050 sqft"
2555,28401585,7,Commercial (1)
2556,28401585,15,Variety store
500,28409619,3,Commercial and office space
501,28409619,14,"1,610 sqft"
502,28409619,7,Office (1)
7111,28417298,3,Commercial and office space
7112,28417298,5,"To be built, New"
7113,28417298,14,"9,000 sqft"
7114,28417298,7,Commercial (1)
9365,28417796,3,Offices only
9366,28417796,5,2003
9367,28417796,14,"2,000 sqft"
9368,28417796,7,Office (1)
1159,28423413,3,Commercial and office space
1160,28423413,5,1955
1161,28423413,14,"3,600 sqft"
1162,28423413,12,"1,200 sqft"
1163,28423413,7,Office (1)
1164,28423413,15,Other
10065,28436789,3,Commercial and residential
10066,28436789,5,1900
10067,28436789,14,452 sqft
10068,28436789,1,"4,670 sqft"
10069,28436789,7,"Residential (1), Commercial (1)"
8666,28438508,3,Commercial only
8667,28438508,14,"1,340 sqft"
8668,28438508,12,"1,340 sqft"
8669,28438508,7,Commercial (1)
5278,28453825,3,Commercial and office space
5279,28453825,14,"2,600 sqft"
5280,28453825,12,"2,600 sqft"
5281,28453825,7,Commercial (1)
294,28458613,3,Commercial and industrial
295,28458613,5,1960
296,28458613,14,"1,560 sqft"
297,28458613,1,"1,242,154 sqft"
298,28458613,7,Commercial (1)
6259,28488257,3,Commercial and industrial
6260,28488257,14,"4,150 sqft"
6261,28488257,7,Industrial (1)
6262,28488257,15,"Manufacturing, mecanic etc"
5444,28490743,3,Commercial only
5445,28490743,14,"4,800 sqft"
5446,28490743,7,Commercial (1)
3504,28503407,3,Commercial and office space
3505,28503407,14,"1,604 sqft"
3506,28503407,7,Commercial (1)
9675,28514928,3,Industrial and offices
9676,28514928,5,1999
9677,28514928,14,"1,250 sqft"
