0,1,2,3
5104,17729080,12,"7,500 sqft"
5105,17729080,1,"155,011 sqft"
5106,17729080,7,Commercial (1)
7870,17729131,3,Commercial only
7871,17729131,14,"1,650 sqft"
7872,17729131,12,"1,650 sqft"
7873,17729131,7,Commercial (1)
9360,17735830,3,Commercial and office space
9361,17735830,5,1999
9362,17735830,14,"2,740 sqft"
9363,17735830,7,Commercial (1)
9364,17735830,15,Restaurant
3203,17740457,3,Commercial and office space
3204,17740457,5,1939
3205,17740457,14,"3,595 sqft"
3206,17740457,12,"3,595 sqft"
3207,17740457,7,Commercial (1)
2797,17759605,3,Offices only
2798,17759605,14,77 sqft
2799,17759605,7,Office (1)
2800,17759605,15,Office
2062,17760057,3,Commercial only
2063,17760057,14,450 sqft
2064,17760057,1,"43,708 sqft"
2065,17760057,7,Commercial (1)
8476,17774430,3,Commercial and office space
8477,17774430,5,1973
8478,17774430,14,"2,600 sqft"
8479,17774430,7,Office (1)
8673,17779715,3,Commercial and office space
8674,17779715,14,"1,632 sqft"
8675,17779715,7,Commercial (1)
2039,17782832,3,Commercial only
2040,17782832,5,1900
2041,17782832,14,867 sqft
2042,17782832,7,Commercial (1)
6995,17783400,3,Offices only
6996,17783400,14,120 sqft
6997,17783400,7,Office (1)
9129,17786543,3,Commercial only
9130,17786543,5,1970
9131,17786543,14,"1,500 sqft"
9132,17786543,7,Commercial (1)
849,17790974,3,Commercial only
850,17790974,14,"6,000 sqft"
851,17790974,12,"6,000 sqft"
852,17790974,7,Commercial (1)
7115,17797700,3,Commercial and office space
7116,17797700,14,850 sqft
7117,17797700,7,Office (1)
9464,17820871,3,Commercial only
9465,17820871,14,"1,150 sqft"
9466,17820871,7,Office (1)
1897,17828379,3,Commercial only
1898,17828379,14,971 sqft
1899,17828379,7,Commercial (1)
9741,17834734,3,Commercial and industrial
9742,17834734,14,"75,474 sqft"
9743,17834734,12,"75,474 sqft"
9744,17834734,1,"133,519 sqft"
9745,17834734,7,Industrial (1)
3263,17836035,3,Commercial and office space
3264,17836035,5,2011
3265,17836035,14,"1,450 sqft"
3266,17836035,12,"1,450 sqft"
3267,17836035,1,"76,677 sqft"
3268,17836035,7,Commercial (1)
388,17847694,3,Commercial and industrial
389,17847694,5,"To be built, New"
390,17847694,14,"From 4,500 sqft to 10,000 sqft"
391,17847694,7,Commercial (2)
392,17847694,15,Other
6764,17862157,3,Commercial and office space
6765,17862157,5,1992
6766,17862157,14,"4,031 sqft"
6767,17862157,1,"21,530 sqft"
6768,17862157,7,Commercial (1)
6769,17862157,15,Other
7195,17871398,3,Commercial and office space
7196,17871398,14,"10,000 sqft"
7197,17871398,7,Office (1)
2403,17874904,3,Commercial only
2404,17874904,14,139 sqft
2405,17874904,7,Commercial (1)
2406,17874904,15,Massotherapy
9684,17882595,3,Offices only
9685,17882595,14,"3,155 sqft"
9686,17882595,7,Office (1)
9687,17882595,15,Offices
7198,17905084,3,Commercial and office space
7199,17905084,5,1988
7200,17905084,14,300 sqft
7201,17905084,7,Commercial (1)
6251,17908011,3,Commercial only
6252,17908011,5,1974
6253,17908011,14,947 sqft
6254,17908011,7,Commercial (1)
1619,17908178,3,Commercial and office space
1620,17908178,14,"From 1,135 sqft to 13,645 sqft"
1621,17908178,7,Commercial (4)
8416,17939874,3,Commercial and office space
8417,17939874,5,Unknown age
8418,17939874,14,"1,275 sqft"
8419,17939874,12,"1,275 sqft"
8420,17939874,7,Office (1)
4415,17946314,3,Commercial only
4416,17946314,5,1971
4417,17946314,14,"6,480 sqft"
4418,17946314,12,"6,480 sqft"
4419,17946314,1,"13,925 sqft"
4420,17946314,7,Commercial (1)
4421,17946314,15,Shopping centre
8398,17951082,3,Commercial only
8399,17951082,5,1985
8400,17951082,14,"1,681 sqft"
8401,17951082,7,Commercial (1)
775,17957614,3,Commercial and industrial
776,17957614,14,"2,200 sqft"
777,17957614,7,Industrial (1)
9305,17963489,3,Offices only
9306,17963489,14,100 sqft
9307,17963489,7,Office (1)
7980,17968232,3,Commercial only
7981,17968232,14,"3,892 sqft"
7982,17968232,7,Commercial (1)
3993,17969987,3,Commercial only
3994,17969987,14,"From 4,000 sqft to 8,500 sqft"
3995,17969987,7,"Commercial (1), Warehouse (1)"
9778,17970736,3,Commercial and industrial
9779,17970736,5,1988
9780,17970736,14,"2,250 sqft"
9781,17970736,12,"2,250 sqft"
9782,17970736,7,Industrial (1)
9867,17971064,3,Commercial and office space
9868,17971064,5,2013
9869,17971064,14,"2,017 sqft"
9870,17971064,12,"2,017 sqft"
9871,17971064,7,Commercial (1)
4631,17983831,3,Commercial and office space
4632,17983831,14,"2,024 sqft"
4633,17983831,7,Commercial (1)
2158,18001652,3,Commercial and office space
2159,18001652,5,Unknown age
2160,18001652,14,"2,300 sqft"
2161,18001652,7,Office (1)
9091,18006246,3,Industrial only
9092,18006246,14,"72,000 sqft"
9093,18006246,7,Industrial (1)
1672,18006823,3,Commercial only
1673,18006823,14,575 sqft
1674,18006823,7,Commercial (1)
7632,18010847,3,Commercial only
7633,18010847,14,"5,520 sqft"
7634,18010847,7,Commercial (1)
2881,18014211,3,Commercial and office space
2882,18014211,5,2002
2883,18014211,14,"4,000 sqft"
2884,18014211,7,Commercial (1)
7432,18023937,3,Commercial only
7433,18023937,14,810 sqft
7434,18023937,7,Commercial (1)
5349,18028465,3,Offices only
5350,18028465,5,1970
5351,18028465,14,"5,896 sqft"
5352,18028465,7,Office (1)
4036,18033657,3,Commercial and office space
4037,18033657,5,2010
4038,18033657,14,288 sqft
4039,18033657,1,"27,997 sqft"
4040,18033657,7,Commercial (1)
4041,18033657,15,Medical / Professional
8386,18042135,3,Commercial only
8387,18042135,5,1974
8388,18042135,14,"2,487 sqft"
8389,18042135,7,Commercial (1)
5473,18044478,3,Commercial and office space
5474,18044478,5,1966
5475,18044478,14,"6,840 sqft"
5476,18044478,12,"6,840 sqft"
5477,18044478,1,"7,677 sqft"
5478,18044478,7,Commercial (1)
6527,18048373,3,Commercial and office space
6528,18048373,14,"1,300 sqft"
6529,18048373,7,Office (1)
3891,18050468,3,Commercial and office space
3892,18050468,5,2008
3893,18050468,14,"1,764 sqft"
3894,18050468,7,Office (1)
5869,18074242,3,Commercial and residential
5870,18074242,5,"2017, New"
5871,18074242,14,"From 1,863 sqft to 10,469 sqft"
5872,18074242,12,"10,469 sqft"
5873,18074242,1,"63,434 sqft"
5874,18074242,7,"Commercial (3), Office (1)"
9843,18076016,3,Offices only
9844,18076016,14,"1,570 sqft"
9845,18076016,12,"1,570 sqft"
9846,18076016,7,Office (1)
182,18077528,3,Commercial and office space
183,18077528,14,275 sqft
184,18077528,12,"1,706 sqft"
185,18077528,1,"10,594 sqft"
186,18077528,7,Office (1)
886,18077622,3,Commercial only
887,18077622,14,400 sqft
888,18077622,12,400 sqft
889,18077622,7,Commercial (1)
10206,18104021,3,Commercial and office space
10207,18104021,5,Unknown age
10208,18104021,14,"1,100 sqft"
10209,18104021,7,Commercial (1)
10210,18104021,15,"Arts and Crafts, Jewellery store, Fitness centre, Accounting, Cabinet making, Shoe repair shop, Computing equipment, Arts and Crafts supplies, Bookstore, Reception hall, Tanning salon, Beauty salon, Auction services, Photo studio, Caterer, Variety store"
10224,18111903,3,Offices only
10225,18111903,14,"5,000 sqft"
10226,18111903,7,Office (1)
10227,18111903,15,Office
5875,18119096,3,Commercial and residential
5876,18119096,14,700 sqft
5877,18119096,7,Commercial (1)
2317,18139795,3,Commercial only
2318,18139795,5,1915
2319,18139795,14,"From 750 sqft to 5,400 sqft"
2320,18139795,7,Commercial (5)
696,18143207,3,Offices only
697,18143207,14,140 sqft
698,18143207,7,Office (1)
1626,18148799,3,Commercial only
1627,18148799,5,"To be built, New"
1628,18148799,14,"6,431 sqft"
1629,18148799,7,Commercial (1)
3391,18152870,3,Commercial and office space
3392,18152870,5,1978
3393,18152870,14,"2,500 sqft"
3394,18152870,12,"2,500 sqft"
3395,18152870,7,Commercial (1)
3396,18152870,15,Shopping centre
1230,18165879,3,Commercial and industrial
1231,18165879,5,"To be built, New"
1232,18165879,14,"3,654 sqft"
1233,18165879,12,"8,260 sqft"
1234,18165879,1,"43,066 sqft"
1235,18165879,7,Commercial (1)
10039,18166750,3,Commercial and office space
10040,18166750,14,"1,800 sqft"
10041,18166750,7,Office (1)
9058,18186554,3,Commercial only
9059,18186554,14,"1,400 sqft"
9060,18186554,7,Commercial (1)
8926,18205201,3,Offices only
8927,18205201,5,2017
8928,18205201,14,71 sqft
8929,18205201,7,Office (1)
1752,18224883,3,Offices only
1753,18224883,14,158 sqft
1754,18224883,7,Office (1)
4869,18240203,3,Commercial and office space
4870,18240203,5,1900
4871,18240203,14,"1,800 sqft"
4872,18240203,7,Commercial (1)
8978,18279788,3,Offices only
8979,18279788,14,"2,000 sqft"
8980,18279788,7,Commercial (1)
8981,18279788,15,Other
2748,18281380,3,Commercial and residential
2749,18281380,14,429 sqft
2750,18281380,7,Commercial (1)
2949,18286701,3,Commercial and office space
2950,18286701,5,1960
2951,18286701,14,80 sqft
2952,18286701,12,80 sqft
2953,18286701,1,"15,940 sqft"
2954,18286701,7,Office (1)
6835,18296339,3,Commercial and office space
6836,18296339,5,1980
6837,18296339,14,"1,251 sqft"
6838,18296339,7,Commercial (1)
3292,18329982,3,Offices only
3293,18329982,14,240 sqft
3294,18329982,12,240 sqft
3295,18329982,7,Office (1)
8150,18370198,3,Commercial and industrial
8151,18370198,5,1962
8152,18370198,14,"10,000 sqft"
8153,18370198,7,Industrial (1)
10197,18376965,3,Commercial and office space
10198,18376965,14,800 sqft
10199,18376965,12,800 sqft
10200,18376965,7,Commercial (1)
9571,18379002,3,Commercial and industrial
9572,18379002,14,"3,120 sqft"
9573,18379002,12,"3,120 sqft"
9574,18379002,7,Commercial (1)
9948,18384221,3,Commercial and office space
9949,18384221,14,"2,000 sqft"
9950,18384221,7,Commercial (1)
7730,18387117,3,Commercial only
7731,18387117,5,1900
7732,18387117,14,585 sqft
7733,18387117,1,"3,855 sqft"
7734,18387117,7,Commercial (1)
7735,18387117,15,Restaurant
9019,18392512,3,Commercial and office space
9020,18392512,14,"1,600 sqft"
9021,18392512,12,"3,100 sqft"
9022,18392512,7,Office (1)
6716,18393220,3,Commercial and office space
6717,18393220,14,"1,095 sqft"
6718,18393220,7,Commercial (1)
9243,18402460,3,Commercial and office space
9244,18402460,5,1989
9245,18402460,14,From 100 sqft to 320 sqft
9246,18402460,12,"18,242 sqft"
9247,18402460,1,"80,191 sqft"
9248,18402460,7,Office (3)
4053,18407952,3,Commercial and office space
4054,18407952,5,1975
4055,18407952,14,"4,700 sqft"
4056,18407952,12,"4,700 sqft"
4057,18407952,7,Commercial (1)
3599,18418732,3,Offices only
3600,18418732,14,118 sqft
3601,18418732,7,Office (1)
2774,18430935,3,Industrial only
2775,18430935,14,"34,096 sqft"
2776,18430935,7,Industrial (1)
9761,18434669,3,Commercial and residential
9762,18434669,14,"1,378 sqft"
9763,18434669,7,Commercial (1)
9764,18434669,15,Coffee/Donuts
6599,18453137,3,Commercial only
6600,18453137,14,"4,018 sqft"
6601,18453137,7,Commercial (1)
1990,18462494,3,Commercial and office space
1991,18462494,14,"3,000 sqft"
1992,18462494,7,Commercial (1)
7357,18465361,3,Offices only
7358,18465361,14,290 sqft
7359,18465361,7,Office (1)
3219,18475728,3,Commercial and office space
3220,18475728,5,Unknown age
3221,18475728,14,"2,976 sqft"
3222,18475728,7,Commercial (1)
266,18487521,3,Commercial and office space
267,18487521,14,"1,145 sqft"
268,18487521,7,Commercial (1)
269,18487521,15,retail
357,18488536,3,Commercial and office space
358,18488536,5,Unknown age
359,18488536,14,"2,676 sqft"
360,18488536,7,Office (1)
2955,18508189,3,Commercial and office space
2956,18508189,14,"1,200 sqft"
2957,18508189,7,Commercial (1)
6869,18515257,3,Commercial only
6870,18515257,14,"1,997 sqft"
6871,18515257,7,Commercial (1)
9425,18524376,3,Commercial only
9426,18524376,5,"To be built, New"
9427,18524376,14,"4,262 sqft"
9428,18524376,7,Office (1)
9429,18524376,15,Other
3342,18529655,3,Commercial and office space
3343,18529655,14,"4,000 sqft"
3344,18529655,1,"9,843 sqft"
3345,18529655,7,Commercial (1)
6324,18546618,3,Commercial and office space
6325,18546618,5,1965
6326,18546618,14,"1,135 sqft"
6327,18546618,7,Office (1)
7212,18551676,3,Commercial and office space
7213,18551676,5,1928
7214,18551676,14,761 sqft
7215,18551676,12,761 sqft
7216,18551676,7,Commercial (1)
131,18558710,3,Commercial and office space
132,18558710,5,Unknown age
133,18558710,14,"3,500 sqft"
134,18558710,7,Commercial (1)
7033,18606538,3,Commercial and office space
7034,18606538,14,"5,000 sqft"
7035,18606538,12,"5,000 sqft"
7036,18606538,7,Commercial (1)
1252,18607371,3,Commercial only
1253,18607371,14,"10,000 sqft"
1254,18607371,12,"10,000 sqft"
1255,18607371,1,"176,453 sqft"
1256,18607371,7,Commercial (1)
9857,18616568,3,Commercial only
9858,18616568,5,1977
9859,18616568,14,"4,000 sqft"
9860,18616568,1,"122,338 sqft"
9861,18616568,7,Commercial (1)
94,18627705,3,Commercial and office space
95,18627705,5,"2013, New"
96,18627705,14,"2,500 sqft"
97,18627705,12,"2,500 sqft"
98,18627705,1,"43,475 sqft"
99,18627705,7,Office (1)
5306,18639242,3,Commercial only
5307,18639242,5,2004
5308,18639242,14,"3,000 sqft"
5309,18639242,1,"141,950 sqft"
5310,18639242,7,Commercial (1)
9109,18640251,3,Commercial only
9110,18640251,14,779 sqft
9111,18640251,7,Commercial (1)
9112,18640251,15,"Jewellery store, Bakery, Laundromat, Candy/Chocolate shop, Shoe repair shop, Driving school, Dry-cleaning, Pastry shop, Stationery store, Tanning salon, Hairdresser - Men's, Hairdresser, Florist, Photo studio, Ice cream shop"
1148,18647415,3,Commercial and office space
1149,18647415,14,"From 3,000 sqft to 6,000 sqft"
1150,18647415,7,"Commercial (1), Office (1)"
1151,18647415,15,"Pet shop, Butcher shop, Bakery, Boutique, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon"
2454,18648087,3,Commercial only
2455,18648087,14,"1,090 sqft"
2456,18648087,7,Commercial (1)
8457,18650003,3,Commercial and office space
8458,18650003,5,1991
8459,18650003,14,"18,360 sqft"
8460,18650003,12,"18,360 sqft"
8461,18650003,1,"13,319 sqft"
8462,18650003,7,Commercial (1)
8463,18650003,15,"Hardware store, Other"
7951,18652728,3,Offices only
7952,18652728,14,118 sqft
7953,18652728,7,Office (1)
5030,18655174,15,Restaurant
5075,18665398,3,Industrial and offices
5076,18665398,5,2016
5077,18665398,14,"1,330 sqft"
5078,18665398,7,Industrial (1)
905,18676164,3,Offices only
906,18676164,14,171 sqft
907,18676164,7,Office (1)
7874,18676504,3,Commercial only
7875,18676504,14,"2,700 sqft"
7876,18676504,7,Commercial (1)
6148,18686642,3,Commercial and residential
6149,18686642,14,400 sqft
6150,18686642,7,"Residential (1), Commercial (1)"
9254,18707675,3,Commercial and office space
9255,18707675,5,1956
9256,18707675,14,"From 800 sqft to 6,600 sqft"
9257,18707675,12,"2,896 sqft"
9258,18707675,1,"11,225 sqft"
9259,18707675,7,Office (2)
9026,18707814,3,Commercial and office space
9027,18707814,14,"1,434 sqft"
9028,18707814,7,Commercial (1)
8082,18710083,3,Commercial only
8083,18710083,5,1999
8084,18710083,14,"1,000 sqft"
8085,18710083,12,"1,388 sqft"
8086,18710083,1,"10,093 sqft"
8087,18710083,7,Commercial (1)
1549,18724979,3,Commercial only
1550,18724979,5,2017
1551,18724979,14,"2,553 sqft"
1552,18724979,7,Commercial (1)
2269,18729635,3,Commercial only
2270,18729635,5,1972
2271,18729635,14,"1,614 sqft"
2272,18729635,7,Commercial (1)
8353,18738438,3,Commercial only
8354,18738438,5,Unknown age
8355,18738438,14,"5,000 sqft"
8356,18738438,7,Commercial (1)
2152,18747249,3,Offices only
2153,18747249,14,"2,667 sqft"
2154,18747249,7,Office (1)
993,18769742,3,Industrial and offices
994,18769742,5,1999
995,18769742,14,"15,000 sqft"
996,18769742,12,"32,500 sqft"
997,18769742,1,"120,000 sqft"
998,18769742,7,Commercial (1)
999,18769742,15,Other
9641,18769984,3,Commercial only
9642,18769984,14,"4,811 sqft"
9643,18769984,12,"4,811 sqft"
9644,18769984,7,Commercial (1)
3697,18784308,3,Commercial and industrial
3698,18784308,5,1900
3699,18784308,14,210 sqft
3700,18784308,12,"23,861 sqft"
3701,18784308,7,Warehouse (1)
1244,18788626,3,Commercial and office space
1245,18788626,14,"3,457 sqft"
1246,18788626,7,Commercial (1)
6410,18792960,3,Commercial only
6411,18792960,14,"1,000 sqft"
6412,18792960,7,Commercial (1)
659,18795577,3,Commercial only
660,18795577,5,1987
661,18795577,14,"4,478 sqft"
662,18795577,12,"4,478 sqft"
663,18795577,1,"322,196 sqft"
664,18795577,7,Commercial (1)
665,18795577,15,Restaurant
3485,18798879,3,Commercial and office space
3486,18798879,5,1989
3487,18798879,14,"2,200 sqft"
3488,18798879,12,"2,200 sqft"
3489,18798879,7,Commercial (1)
2929,18804075,3,Commercial and office space
2930,18804075,5,1987
2931,18804075,14,"1,800 sqft"
2932,18804075,7,Commercial (1)
2933,18804075,15,Bakery
9830,18806028,3,Commercial and office space
9831,18806028,14,"2,100 sqft"
9832,18806028,7,Commercial (1)
4848,18806394,3,Commercial only
4849,18806394,14,"5,000 sqft"
4850,18806394,7,Commercial (1)
5396,18812685,3,Commercial and office space
5397,18812685,14,350 sqft
5398,18812685,7,Office (1)
982,18826593,3,Offices only
983,18826593,14,120 sqft
984,18826593,7,Office (1)
5148,18836702,3,Commercial and office space
5149,18836702,14,"2,000 sqft"
5150,18836702,7,Commercial (1)
6916,18881880,3,Commercial and office space
6917,18881880,5,1973
6918,18881880,14,"5,250 sqft"
6919,18881880,7,Commercial (1)
10090,18888442,3,Commercial only
10091,18888442,14,608 sqft
10092,18888442,7,Commercial (1)
10093,18888442,15,Flexible
593,18889732,3,Commercial and office space
594,18889732,5,1986
595,18889732,14,"10,080 sqft"
596,18889732,12,"10,080 sqft"
597,18889732,1,"110,800 sqft"
598,18889732,7,Commercial (1)
10369,18889808,1,1925
10370,18889808,1,"308,097 sqft"
10371,18889808,1,"Driveway (9), Garage (2)"
10372,18889808,1,Wood stove
7156,18937075,3,Commercial and office space
7157,18937075,5,1952
7158,18937075,14,"1,406 sqft"
7159,18937075,7,Office (1)
4293,18945667,3,Commercial only
4294,18945667,14,"1,276 sqft"
4295,18945667,7,Commercial (1)
6785,18946606,3,Commercial and residential
6786,18946606,5,Unknown age
6787,18946606,14,"12,000 sqft"
6788,18946606,7,Commercial (1)
167,18951107,3,Commercial and office space
168,18951107,5,"To be built, New"
169,18951107,14,"5,000 sqft"
170,18951107,7,Commercial (1)
171,18951107,15,Pharmacy
5958,18970980,3,Commercial only
5959,18970980,14,"4,150 sqft"
5960,18970980,12,"4,150 sqft"
5961,18970980,7,Commercial (1)
9901,18986085,3,Offices only
9902,18986085,14,"1,500 sqft"
9903,18986085,7,Office (1)
172,18988684,3,Offices only
173,18988684,14,600 sqft
174,18988684,7,Office (1)
6517,18989499,3,Commercial only
6518,18989499,14,"12,210 sqft"
6519,18989499,12,"6,105 sqft"
6520,18989499,7,Commercial (1)
6521,18989499,15,Other
5392,18993491,3,Commercial and industrial
5393,18993491,5,1988
5394,18993491,14,"3,157 sqft"
5395,18993491,7,Industrial (1)
3830,19006612,3,Commercial only
3831,19006612,14,"2,000 sqft"
3832,19006612,7,Commercial (1)
8790,19008295,3,Commercial only
8791,19008295,14,"1,280 sqft"
8792,19008295,7,Commercial (1)
1506,19012259,3,Commercial only
1507,19012259,5,1985
1508,19012259,14,"1,800 sqft"
1509,19012259,12,"1,800 sqft"
1510,19012259,7,Commercial (1)
1511,19012259,15,"Dating agency, Travel agency, Furniture store, Pet shop, Electronics, Household appliances, Sporting goods, Arts and Crafts, Jewellery store, Bakery, Boutique, Coffee/Donuts, Snack bar, Health centre, Fitness centre, Deli/Cheese shop, Gift shop, Accounting, Candy/Chocolate shop, Ice cream shop, Grocery store, Florist, Fruits and vegetables, Newsstand, Massotherapy, Caterer, Photo studio, Home care, Pool room, Restaurant"
8432,19025636,3,Commercial and office space
8433,19025636,5,"To be built, New"
8434,19025636,14,"From 12,000 sqft to 24,000 sqft"
8435,19025636,7,"Commercial (1), Office (1)"
8436,19025636,15,"Pet shop, Butcher shop, Bakery, Boutique, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon"
7620,19039327,3,Offices only
7621,19039327,14,645 sqft
7622,19039327,7,Office (1)
5828,19046915,3,Commercial and office space
5829,19046915,5,1960
5830,19046915,14,"2,000 sqft"
5831,19046915,1,"41,077 sqft"
5832,19046915,7,Commercial (1)
151,19051714,3,Commercial only
152,19051714,14,"3,000 sqft"
153,19051714,12,"3,000 sqft"
154,19051714,7,Commercial (1)
7173,19071870,3,Commercial and office space
7174,19071870,5,2017
7175,19071870,14,887 sqft
7176,19071870,7,Commercial (1)
4441,19072936,3,Commercial and office space
4442,19072936,14,"5,500 sqft"
4443,19072936,7,Commercial (1)
238,19096872,3,Offices only
239,19096872,14,800 sqft
240,19096872,7,Office (1)
241,19096872,15,Other
1634,19100410,3,Commercial and office space
1635,19100410,5,1978
1636,19100410,14,"3,713 sqft"
1637,19100410,12,"3,713 sqft"
1638,19100410,1,"159,457 sqft"
1639,19100410,7,Office (1)
8735,19106280,3,Commercial only
8736,19106280,5,1960
8737,19106280,14,"1,315 sqft"
8738,19106280,12,"1,315 sqft"
8739,19106280,1,"6,548 sqft"
8740,19106280,7,Commercial (1)
8741,19106280,15,Restaurant
2180,19113946,3,Commercial and office space
2181,19113946,5,1985
2182,19113946,14,"From 729 sqft to 9,662 sqft"
2183,19113946,7,"Commercial (4), Office (1)"
2184,19113946,15,"Shopping centre, Boutique"
10094,19124640,3,Commercial only
10095,19124640,5,1989
10096,19124640,14,"3,205 sqft"
10097,19124640,1,"86,832 sqft"
10098,19124640,7,Commercial (1)
1227,19129142,3,Commercial only
1228,19129142,14,900 sqft
1229,19129142,7,Commercial (1)
8543,19137166,3,Commercial and office space
8544,19137166,14,"8,550 sqft"
8545,19137166,7,Office (1)
8394,19144170,3,Offices only
8395,19144170,5,2017
8396,19144170,14,90 sqft
8397,19144170,7,Commercial (1)
7497,19164829,3,Offices only
7498,19164829,14,"3,245 sqft"
7499,19164829,12,"3,245 sqft"
7500,19164829,7,Office (1)
2225,19168648,3,Commercial and office space
2226,19168648,5,1981
2227,19168648,14,"1,250 sqft"
2228,19168648,7,Commercial (1)
4933,19169413,3,Commercial and residential
4934,19169413,5,1943
4935,19169413,14,336 sqft
4936,19169413,7,Commercial (1)
422,19173971,3,Offices only
423,19173971,14,201 sqft
424,19173971,7,Office (1)
9505,19184977,3,Commercial only
9506,19184977,14,"154,840 sqft"
9507,19184977,7,Commercial (1)
9508,19184977,15,Restaurant
10146,19192838,3,Commercial and office space
10147,19192838,14,"5,600 sqft"
10148,19192838,12,"5,600 sqft"
10149,19192838,7,Commercial (1)
10375,19193707,1,"62,296 sqft"
10376,19193707,1,Residential
10189,19202111,3,Commercial only
10190,19202111,14,169 sqft
10191,19202111,7,Commercial (1)
10192,19202111,15,Beauty salon
10253,19217959,3,Commercial and office space
10254,19217959,14,882 sqft
10255,19217959,7,Office (1)
3706,19225411,3,Commercial only
3707,19225411,14,900 sqft
3708,19225411,1,"43,708 sqft"
3709,19225411,7,Commercial (1)
341,19230895,3,Commercial and office space
342,19230895,5,1973
343,19230895,14,"6,900 sqft"
344,19230895,7,Office (1)
2432,19232602,3,Offices only
2433,19232602,14,"2,200 sqft"
2434,19232602,7,Office (1)
6181,19239756,3,Commercial only
6182,19239756,5,Unknown age
6183,19239756,14,"1,081 sqft"
6184,19239756,7,Commercial (1)
9758,19257798,3,Commercial only
9759,19257798,14,"2,590 sqft"
9760,19257798,7,Commercial (1)
6177,19260053,3,Commercial only
6178,19260053,5,2003
6179,19260053,14,"12,000 sqft"
6180,19260053,7,Commercial (1)
765,19260084,3,Commercial only
766,19260084,14,"1,800 sqft"
767,19260084,7,Commercial (1)
8923,19269172,3,Commercial only
8924,19269172,14,200 sqft
8925,19269172,7,Commercial (1)
1236,19279766,3,Commercial only
1237,19279766,5,Unknown age
1238,19279766,14,"1,000 sqft"
1239,19279766,7,Commercial (1)
1240,19279766,15,"Fast food, Restaurant, Coffee/Donuts, Pastry shop, Snack bar"
4351,19291668,3,Commercial and office space
4352,19291668,5,1964
4353,19291668,14,164 sqft
4354,19291668,7,Commercial (1)
6628,19297484,3,Commercial and residential
6629,19297484,5,1923
6630,19297484,14,750 sqft
6631,19297484,7,Commercial (1)
4499,19304774,3,Commercial only
4500,19304774,5,Unknown age
4501,19304774,14,"2,000 sqft"
4502,19304774,7,Commercial (1)
3920,19311966,3,Industrial only
3921,19311966,5,2013
3922,19311966,14,"3,400 sqft"
3923,19311966,7,Industrial (1)
3924,19311966,15,Other
7933,19327454,3,Commercial and office space
7934,19327454,5,1953
7935,19327454,14,475 sqft
7936,19327454,7,Commercial (1)
7937,19327454,15,Other
565,19328591,3,Commercial only
566,19328591,5,2000
567,19328591,14,"6,064 sqft"
568,19328591,7,Commercial (1)
10386,19333001,1,"9,534 sqft"
10387,19333001,1,"Commercial, Residential"
7482,19341475,3,Commercial and office space
7483,19341475,5,1920
7484,19341475,14,"1,200 sqft"
7485,19341475,12,"1,000 sqft"
7486,19341475,1,"11,157 sqft"
7487,19341475,7,Office (1)
1572,19345250,3,Commercial and office space
1573,19345250,14,"2,300 sqft"
1574,19345250,7,Commercial (1)
3164,19350826,3,Commercial only
3165,19350826,5,Unknown age
3166,19350826,14,"1,423 sqft"
3167,19350826,7,Commercial (1)
4403,19351562,3,Offices only
4404,19351562,5,1900
4405,19351562,14,140 sqft
4406,19351562,7,Office (1)
4407,19351562,15,Health centre
3021,19353233,3,Industrial and offices
3022,19353233,14,"From 600 sqft to 4,000 sqft"
3023,19353233,7,"Office (1), Warehouse (1)"
5804,19355514,3,Commercial and office space
5805,19355514,5,1910
5806,19355514,14,"1,000 sqft"
5807,19355514,7,Commercial (1)
2777,19369513,3,Commercial and office space
2778,19369513,14,"2,190 sqft"
2779,19369513,7,Commercial (1)
9910,19369595,3,Offices only
9911,19369595,5,2017
9912,19369595,14,90 sqft
9913,19369595,7,Commercial (1)
8265,19375079,3,Industrial only
8266,19375079,14,"From 4,445 sqft to 8,890 sqft"
8267,19375079,7,Industrial (2)
5994,19378682,3,Commercial and office space
5995,19378682,14,"4,000 sqft"
5996,19378682,7,Office (1)
7904,19408088,3,Commercial and office space
7905,19408088,5,Unknown age
7906,19408088,14,"25,867 sqft"
7907,19408088,12,"12,933 sqft"
7908,19408088,7,Commercial (1)
7909,19408088,15,Other
9579,19419045,3,Commercial only
9580,19419045,14,"2,000 sqft"
9581,19419045,7,Commercial (1)
8141,19429837,3,Commercial only
8142,19429837,5,1997
8143,19429837,14,"5,403 sqft"
8144,19429837,1,"5,403 sqft"
8145,19429837,7,Commercial (1)
8146,19429837,15,Dealer
912,19431089,3,Offices only
913,19431089,5,2007
914,19431089,14,"1,830 sqft"
915,19431089,7,Office (1)
916,19431089,15,Other
4788,19436383,3,Offices only
4789,19436383,5,2017
4790,19436383,14,"4,000 sqft"
4791,19436383,7,Commercial (1)
3280,19440165,3,Commercial and office space
3281,19440165,14,"2,000 sqft"
3282,19440165,7,Office (1)
5311,19447045,3,Commercial only
5312,19447045,5,1977
5313,19447045,14,"10,500 sqft"
5314,19447045,12,"10,500 sqft"
5315,19447045,1,"39,600 sqft"
5316,19447045,7,Commercial (1)
5317,19447045,15,Other
6770,19458729,3,Commercial and office space
6771,19458729,14,"1,075 sqft"
