0,1,2,3,4,5,6
3620,0,,6,3,1,28500
5500,0,1970,4,2,1,15312
6043,0,2006,5,2,1,33180
3518,1,1931,13,4,2,90000
2500,0,1937,5,3,1,21000
4950,0,1972,5,3,1,25320
2160,0,1927,5,3,1,27804
4568,0,1910,4,2,1,16320
6501,1,1933,5,2,1,18300
9000,0,1977,4,2,1,66072
6119,0,,4,2,1,4500
4687,0,1932,5,2,1,35400
2820,0,1928,7,4,2,32796
26696,0,2007,4,2,1,8640
11734,0,1919,8,3,1,14400
3248,0,1922,7,4,2,60360
6571,1,1935,4,2,1,26760
6405,1,1949,4,2,1,49944
5434,1,1950,6,4,1,33000
4032,0,1970,6,3,1,37584
6270,0,1969,4,2,1,47760
4800,0,1958,8,4,2,21000
1600,0,1895,5,3,1,32280
16280,0,1990,6,2,1,12600
4536,0,,5,3,2,17520
3750,0,1964,4,2,1,42120
11952,0,1980,4,2,1,72456
19032,0,,9,5,3,28800
3790,0,1953,4,2,1,37260
11195,0,2010,6,3,1,37080
3058,0,1949,4,2,1,28800
2024,0,1924,5,3,1,17100
4100,0,1957,9,3,2,38400
8708,0,2009,4,2,1,27480
2399,0,1948,6,3,1,10920
28730,1,1978,15,3,4,55378
20130,0,1900,5,2,1,5500
7799,0,1963,6,3,2,21780
14015,0,1900,12,5,2,19500
2625,0,1966,6,3,2,25800
3625,0,2010,8,2,1,20160
7400,0,1947,8,4,2,22440
6118,0,1990,4,2,1,29940
2689,0,1910,5,2,1,22200
4715,0,1965,6,3,1,32004
12685,0,1920,4,2,1,9600
7096,0,1979,5,3,1,26520
31846,0,1921,6,4,1,15600
2056,0,1946,5,2,1,11640
3464,0,1954,7,3,1,39600
5897,0,1967,4,2,1,24960
8536,0,1967,6,3,1,27000
4797,0,,7,3,1,32700
3908,1,1957,4,2,1,37200
4199,0,,4,2,1,16800
1898,0,1870,9,4,3,125400
7769,0,1939,4,2,1,9720
135120,0,1950,11,4,2,21000
6051,0,1965,5,3,1,34860
4298,0,1985,5,3,1,19536
3120,0,1956,10,4,2,39000
3492,0,1954,4,2,1,27780
4275,0,1938,4,2,1,27396
4320,0,1945,4,2,1,21600
1049,0,1950,6,3,1,29700
3541,0,1924,5,3,1,29880
7261,1,1952,5,3,1,20160
3660,0,1943,7,3,1,15300
1816,0,1963,5,3,1,26340
1899,0,1957,4,2,1,14280
5633,1,,6,2,1,2500
3800,1,1956,8,6,1,34320
1760,0,1910,4,2,1,17820
5148,0,1950,6,3,2,18960
2716,0,1909,5,3,1,14760
4372,0,1959,5,3,1,11400
17277,0,2009,5,3,1,60000
1912,0,1922,5,3,1,27780
7233,1,1910,7,2,2,172020
26318,0,1945,5,3,1,19440
2641,0,1929,5,2,1,24600
25402,0,1989,4,2,1,19440
5000,0,1941,5,3,1,14760
3628,0,1961,5,3,1,37200
5000,0,1953,5,3,1,16740
7201,1,,6,3,1,30276
14958,1,1960,8,3,2,38412
20182,0,2016,4,2,1,59040
5740,0,1948,5,3,1,19740
11470,0,1950,6,4,1,19800
5920,1,1915,7,2,2,48000
10854,0,1976,4,2,1,21240
5660,0,,4,2,2,9600
7901,0,1947,10,7,3,34200
17650,1,,8,3,2,37200
4424,0,1948,10,4,2,27600
2500,0,1910,8,6,2,61380
11615,0,1958,5,3,2,20400
3540,0,1958,5,3,1,27780
6411,0,2012,6,2,1,21480
5955,0,1982,7,4,1,16620
1991,0,1951,4,2,1,24120
9657,0,2016,5,3,1,59280
7129,0,1945,5,2,1,17280
9119,0,1940,4,2,1,12480
5504,0,1953,7,4,2,16800
4052,0,2016,5,3,1,40500
5440,0,1912,4,2,1,27000
7501,0,1956,5,3,1,21600
2115,0,1959,4,2,1,25200
4074,0,1976,7,3,1,29316
5943,0,2014,5,3,1,38040
3000,0,1950,5,3,1,26820
8695,0,,4,2,1,15240
6499,0,2014,5,2,1,32520
2376,0,1960,9,3,2,24840
13900,1,1932,14,4,3,17400
6629,0,1992,4,2,1,13860
10039,0,1979,4,2,1,26340
11787,0,1911,11,4,4,84000
2790,0,1948,4,2,1,19800
3464,0,1930,4,2,1,11040
6319,0,1950,6,2,1,19560
2206,0,,6,3,1,25200
3469,0,1961,6,3,3,37380
11059,0,1910,4,3,1,14100
5598,1,2006,5,3,1,55200
11119,0,,5,3,1,28740
3153,0,1898,4,2,1,12240
46972,0,1945,8,3,3,26400
5000,0,1956,4,2,1,24300
3344,0,1965,5,3,2,25932
6117,0,2006,4,2,1,27780
2955,0,1910,4,2,1,72
3443,0,1961,6,3,1,36000
3658,0,1922,4,2,1,23640
5425,0,1969,4,2,1,17400
15876,0,1977,7,3,1,15600
4850,0,2006,7,3,2,23400
8124,0,,7,4,2,18120
3556,0,1965,5,3,1,25800
3148,0,1925,6,3,1,16512
8956,1,1920,4,2,2,12528
93502,0,,4,2,1,27720
1530,0,1910,5,3,1,18060
32295,0,1964,4,2,1,13440
9939,0,,8,4,2,26220
5516,0,1975,4,2,1,59580
5000,0,1930,5,2,1,9480
10041,0,1948,5,3,1,21420
7400,0,,5,3,1,44640
5207,0,1946,5,3,1,15840
2268,0,1932,6,2,1,30420
6675,0,1946,5,3,1,10620
22421,0,1986,13,4,2,7800
3780,0,1968,8,3,2,36780
20294,0,,4,2,1,14340
44662,0,1950,4,2,1,17640
2777,0,,6,3,1,15900
3335,0,1955,5,2,1,27780
4992,0,,4,2,1,20880
2250,0,,5,2,1,15360
7836,0,1921,4,2,1,14700
3380,0,1975,6,3,2,42600
3705,0,1939,5,2,1,17100
8280,0,1951,4,2,1,14340
5818,0,2006,4,2,1,32580
3936,0,1927,6,3,1,39372
19484,0,1969,6,2,1,14400
10490,0,1977,7,2,1,39000
3665,0,1935,4,2,1,9360
5382,0,1988,4,2,1,26640
4035,0,1990,7,4,2,19548
1967,0,1910,4,2,1,18000
16184,0,2015,5,3,1,37800
1979,0,1944,10,3,2,24600
2425,0,1923,5,3,2,20400
5140,0,1942,8,6,1,24960
5549,0,1901,6,3,2,28200
5948,0,2009,5,3,2,17160
19348,0,2017,5,3,1,34200
8062,0,1979,8,4,2,24000
4170,0,1963,5,3,1,18600
2375,0,1947,5,3,1,18600
3048,0,1922,9,4,2,52800
1944,0,1928,5,3,1,36180
72475,0,1940,5,3,1,18000
8281,0,,4,2,1,30600
2582,0,1929,7,3,1,72900
15655,0,1882,4,2,1,10800
4600,0,,4,2,1,9840
6060,0,1964,7,4,1,24000
5175,0,1959,7,2,1,18120
2588,0,1957,4,2,1,27900
4746,1,1927,6,3,1,47280
5997,0,1979,7,3,2,21600
5773,0,2010,10,3,2,24000
4500,0,1932,5,3,1,34884
5151,0,1960,6,3,1,28080
28537,0,1955,10,2,2,4092
8906,0,1970,4,2,1,20472
10944,0,1991,6,2,1,18300
1741,0,1910,5,3,1,40680
9775,0,1938,4,2,1,43080
6660,0,1974,4,2,1,12000
5000,1,,6,3,1,17904
4760,0,1950,5,3,1,11220
2544,0,1948,7,2,1,22200
5000,0,,4,2,1,12000
33152,0,1991,4,2,1,9240
2090,1,1986,4,3,1,74400
6500,0,1978,5,3,1,25200
6637,1,1880,4,2,1,23460
5364,0,1990,7,3,2,13200
9827,0,1959,5,3,1,14820
5091,0,1920,4,2,1,11520
5654,0,,5,3,1,24420
2954,0,1942,5,3,1,14400
2949,0,1974,6,3,1,33540
7144,0,2010,4,2,1,27300
9060,0,1955,5,2,1,25500
1140,0,1928,5,2,1,20520
5750,0,1969,7,3,1,19200
11194,0,1958,6,3,2,35172
54659,0,1950,9,3,1,14340
2338,0,1986,4,2,1,29220
6200,0,1949,8,5,2,29280
2310,0,1946,6,2,1,16380
1076,0,1910,4,2,1,13752
14877,0,1992,5,3,1,53640
5670,0,1955,8,5,1,51420
9167,0,1981,5,3,1,10200
5000,0,1940,5,3,1,27480
11760,0,,5,3,1,49200
4766,0,2002,4,2,1,34920
3250,0,1938,6,3,1,16560
7058,1,1969,7,3,1,34800
6394,0,1956,6,2,1,24
20688,0,2010,4,2,1,30000
9029,0,1951,4,2,1,24
7020,0,1950,5,3,1,10380
10034,0,1993,8,3,2,28200
14211,0,1937,4,2,1,19200
6000,0,1987,11,4,2,20340
2001,0,1965,5,3,1,25260
8759,1,1950,4,2,1,27600
5124,1,1900,4,2,1,16080
15002,0,1949,10,5,2,10116
2416,0,1965,5,3,2,28680
13458,0,2017,4,2,1,86040
4050,0,1970,9,2,2,16800
1486,1,1900,7,4,1,78600
6350,0,2010,5,3,2,48000
11921,1,,7,7,1,20400
14725,0,1973,4,2,1,18600
3321,0,1958,7,3,1,21600
9449,0,1966,4,2,1,30600
67954,0,1920,5,3,1,12300
9936,0,1987,5,3,1,33780
12997,0,,8,5,2,17340
4732,0,1964,4,2,1,19200
6772,0,1986,4,2,1,47880
5206,0,1944,6,4,2,17020
2500,0,1900,7,4,1,36000
8600,0,1920,7,3,2,15600
1963,0,1959,4,2,1,20760
2106,0,1958,6,3,1,29400
6502,0,2016,9,3,1,43920
5807,0,1925,4,2,1,10560
2526,0,1943,4,2,1,20580
9375,0,1965,5,3,1,52620
4500,0,1957,4,2,1,26700
6573,0,1979,7,2,1,7800
8712,0,1900,4,2,1,23400
5785,0,1952,5,3,1,27600
4380,0,1959,4,2,1,14640
18825,0,1945,4,2,1,27060
2488,0,1962,7,3,2,22800
5665,0,1945,4,2,1,16800
16337,0,1987,15,3,2,27600
5186,0,1932,10,4,2,13800
4875,0,2017,7,3,2,2
10258,0,2004,9,4,2,30900
7198,0,1985,4,2,1,36180
3294,1,1965,5,3,1,39384
8848,0,1900,5,3,1,12900
4853,0,2017,5,3,1,27600
2335,0,1956,5,3,1,27600
2960,0,1968,5,3,1,15600
6305,0,,7,3,1,21300
5000,0,,5,3,1,34932
1565,0,1900,4,2,1,25200
6032,0,1993,8,2,1,31200
5705,0,,4,2,1,14520
4500,0,1963,6,4,1,20400
26456,0,2011,4,2,1,72120
3100,0,1945,4,2,1,15240
10000,1,1980,5,3,1,13800
1900,0,1954,5,3,1,27600
6249,0,1954,5,3,1,12300
4725,1,1951,4,2,1,27960
13408,0,2012,4,2,2,47400
7004,0,2005,7,4,1,16920
6238,0,,9,4,2,30360
11043,0,1947,4,2,1,10500
4400,0,1959,6,3,1,38280
4380,0,1954,4,2,1,16080
5379,0,1962,4,2,2,28920
3701,1,1920,7,3,2,47100
39058,0,1940,5,3,1,36360
61271,0,,5,3,1,13800
3814,0,1957,5,2,1,29100
4186,1,1900,4,2,1,68832
6850,0,,5,3,1,12730
4284,0,1947,5,2,1,15480
2051,0,1923,6,3,1,22800
6343,0,,6,2,1,13440
5000,0,1960,5,3,1,16140
3377,0,2013,7,3,2,14580
11761,0,1968,12,5,2,38916
5427,0,1920,5,2,1,19740
4498,0,1982,4,2,1,50424
10296,0,2017,6,3,2,34200
2630,0,1928,7,3,1,41940
4527,0,1953,4,2,1,48900
4335,0,1968,4,2,1,14160
7365,0,1991,5,3,1,28560
11405,0,1950,6,3,1,10740
12400,0,,6,3,2,6000
8734,0,1975,4,2,1,43800
3165,0,1910,4,2,1,10860
32144,0,,4,2,1,15000
4997,0,,4,2,1,16500
4400,0,1951,5,3,1,21000
5850,0,1958,8,4,1,36180
12498,0,1954,6,3,1,28920
5130,0,1975,5,3,1,55380
6750,0,1955,6,3,2,36240
5000,0,,5,3,1,16740
2350,0,1900,5,2,1,45600
3256,0,1900,7,4,1,15000
2000,0,1956,5,2,1,18240
4732,0,1946,4,2,1,26460
4550,0,1950,8,5,1,17580
5900,1,1954,5,3,1,25200
2320,0,1935,6,4,1,46200
4418,0,1952,5,2,1,18480
1375,0,,6,3,2,11280
2309,1,1923,5,3,1,35700
2250,0,1960,7,4,2,25800
4000,0,1950,7,3,1,12240
17121,1,1972,5,3,1,34920
11100,0,1994,11,4,2,28200
4315,0,1948,4,2,1,14700
44799,0,1990,8,3,3,22800
6039,0,1961,6,3,2,27240
2112,0,1982,6,3,2,22800
5386,0,1934,4,2,1,18000
5115,0,1975,6,3,2,44736
10800,0,,5,2,1,12480
10807,0,1987,4,2,1,72240
5058,0,2009,6,3,1,25200
5785,0,2000,7,3,1,32400
4560,0,1946,5,3,1,13800
28216,0,2017,4,2,1,59760
16402,1,1986,8,3,1,35484
3900,0,1960,5,2,1,40620
13935,0,1940,6,2,1,21120
14932,0,1958,5,3,1,26040
5880,0,1925,8,3,3,42060
11193,0,1950,10,3,2,6600
4583,1,1928,4,2,1,21960
66634,0,1977,6,3,1,1
5236,0,1960,6,3,2,1
6600,0,1958,4,2,1,21900
9000,0,1977,5,3,1,67236
3906,0,1974,5,3,2,37920
12800,0,1994,4,2,1,53700
6230,0,1974,6,3,3,43740
4498,0,1981,9,3,3,6600
8110,0,1965,4,2,1,24840
5040,1,1977,4,2,1,2050
7890,0,1964,10,3,1,13980
6679,0,2011,5,3,1,27120
4932,0,1954,5,3,1,16800
5000,0,1948,4,2,1,14400
19034,0,1961,4,2,1,39600
3993,0,1955,5,3,1,33000
4950,0,1972,5,3,1,26280
2234,0,1964,4,2,1,25800
8028,0,1910,4,2,1,41820
6880,0,1991,5,2,1,28200
2325,0,1960,4,2,1,15960
2295,1,1946,5,3,1,15000
7524,0,1950,4,2,1,10080
1750,1,1926,6,3,1,55560
4999,0,1935,4,2,1,5750
6741,0,1984,7,3,2,35340
5579,0,1997,5,3,1,32580
2250,0,1900,10,4,1,4200
7029,0,,6,3,1,24960
5638,0,1954,5,3,1,14400
5000,0,1925,5,3,2,16500
7875,0,1930,14,5,2,7800
8794,0,1930,4,2,1,23340
6372,0,2013,4,2,1,20400
2640,1,1988,5,2,1,126648
7478,0,1956,4,2,1,13500
10632,0,2008,8,2,2,36000
20493,0,1951,5,3,1,12300
4895,0,1949,6,3,1,19800
10366,0,2015,6,3,2,9000
5204,0,1953,5,3,1,33516
4790,0,,4,2,1,11400
7046,0,1959,7,3,1,14460
21714,0,1913,5,2,1,26640
101495,0,1972,8,3,2,18780
12339,1,,4,2,1,20700
5057,0,,4,2,1,17400
34306,0,1973,10,3,2,24300
8740,0,1980,4,2,1,19620
8455,0,1964,5,3,1,31800
19865,0,1945,7,2,2,6000
1950,0,1910,7,3,1,52320
5689,1,1900,4,2,1,26040
8400,0,1948,6,2,1,18000
3380,0,2008,5,2,1,19500
30480,0,2005,10,4,2,42000
1711,0,1961,5,3,1,27660
5600,0,1994,4,2,1,25800
32412,0,1968,4,2,1,13200
30107,0,,10,4,2,6600
6250,0,1930,6,2,1,10920
3038,0,2017,4,2,1,39000
6251,0,2012,4,2,1,19020
33669,0,1920,5,2,1,15600
4322,0,1918,4,2,1,15900
5292,0,1950,4,2,1,25800
5000,0,1953,7,4,2,15780
6146,0,1952,5,3,1,14772
6000,0,1952,9,3,1,10080
5110,0,1988,5,2,1,24540
310,0,1964,12,6,2,23520
5580,0,1956,7,3,2,22200
9306,0,,5,3,3,36600
12927,1,,5,3,1,45252
4348,0,1973,5,3,1,19200
7386,0,1999,4,2,1,40872
7349,0,2017,5,2,1,23400
2120,0,1930,8,3,2,27000
10821,0,1916,4,2,1,13200
5000,0,1950,5,3,1,16560
2700,0,1961,4,2,1,29244
9047,0,1976,5,3,1,12000
9545,0,1965,11,3,2,7920
19377,0,,4,2,1,25740
6800,0,1943,11,2,2,16380
6721,0,2003,5,3,2,42900
3003,0,1959,6,3,1,36000
11134,0,2014,4,2,1,60900
18537,0,1920,6,3,1,12000
3870,0,1950,6,3,1,32124
5108,0,1907,6,4,1,16200
17345,0,1963,4,2,1,19200
3486,0,1964,11,3,2,21300
13584,0,2012,4,2,1,22800
7320,0,2007,5,3,1,32100
32755,0,2011,4,2,1,17100
12250,0,1962,6,3,2,18120
6760,0,1930,5,2,1,14400
9352,0,2005,5,3,1,16800
2652,0,1930,8,3,1,70200
5292,0,1977,4,2,1,63360
45988,0,2013,7,3,1,21600
7260,0,1964,6,3,1,56880
8227,0,2013,4,2,1,19620
5676,0,1938,5,3,1,24000
4996,0,1951,4,2,1,22260
9637,0,2013,4,2,1,32100
4140,0,1949,5,3,2,13440
8879,0,2004,4,2,1,20820
5284,0,,7,3,1,15600
15097,0,1976,6,3,1,22080
3581,0,,5,3,1,15960
6042,0,2006,4,2,1,14400
5564,0,1910,4,2,1,31464
2862,0,1932,5,3,1,25440
6000,0,1955,5,3,1,16200
6426,0,1920,5,2,1,21600
5000,0,1950,5,3,1,19620
6225,0,1981,4,2,1,43740
5199,1,1949,4,2,1,78240
7377,0,1940,4,2,1,10260
10000,0,1963,4,2,1,21600
5760,0,1987,5,3,1,19440
6300,0,1987,4,2,1,10200
6250,0,,6,3,1,15000
10648,0,,6,3,1,14520
2560,0,1948,4,2,1,23700
4249,0,1952,4,2,1,17760
5630,0,1935,5,3,1,14700
3842,0,,7,2,1,22000
2936,0,1929,4,2,1,46944
5017,0,,5,3,1,11100
7442,0,1940,4,2,1,17400
3909,0,1930,4,2,1,15360
11503,0,1980,5,2,1,6600
14000,0,,5,3,1,81360
2000,0,1957,5,3,1,30800
2463,1,,7,3,2,18480
18482,0,1840,4,2,1,24
2322,0,1958,5,3,1,34080
13377,0,1965,10,4,1,36000
16146,1,,4,2,1,16800
9919,0,,8,3,1,6780
2045,0,1910,6,3,1,20600
4997,0,1935,5,3,1,11520
2221,0,1875,5,3,1,80220
5177,0,1940,7,4,1,18000
6986,1,,6,3,1,47460
81299,0,1833,6,2,1,28080
9001,0,1990,8,4,3,21660
14864,0,1910,6,3,1,9900
9840,0,1940,5,3,2,14100
20274,0,1968,7,4,1,13200
5000,0,1984,5,3,1,19500
1892,0,1954,4,2,1,17760
4380,0,1966,5,3,1,28560
4389,0,1952,4,2,1,16680
1873,0,1960,5,3,1,26400
10900,1,,4,2,1,85080
17782,0,1860,5,2,1,12000
2579,1,1920,6,2,1,24
6405,0,2007,6,2,2,30360
4681,0,1952,8,4,1,36000
7392,0,1998,4,2,2,33120
4152,0,1967,7,3,3,41400
7536,0,1948,9,4,2,57600
5409,0,1931,5,3,1,30180
2583,0,1982,6,4,1,32640
1835,0,,5,3,1,11040
3038,0,1964,5,3,1,26160
6980,0,1988,6,3,2,41040
46999,0,1958,8,3,1,18000
15858,0,,4,2,1,42600
16361,0,,4,2,1,52500
2250,0,1914,7,4,1,38400
5562,0,,5,3,1,15600
63236,0,1974,12,3,2,24060
3415,0,1941,5,3,1,39600
4000,0,1954,6,3,1,44400
9538,1,1962,5,2,1,25800
14300,0,1959,5,3,1,18120
34143,0,1954,6,4,1,37620
4244,0,,4,2,1,22380
1902,0,1929,4,2,1,14400
16999,0,1900,4,2,1,18120
4500,0,1976,7,3,1,16800
7239,0,1958,5,2,1,26400
7821,0,2013,4,2,1,27540
3658,0,1942,4,2,1,1
4489,0,2013,4,2,1,36480
4500,0,1972,7,3,2,32760
15300,0,1981,6,2,2,16800
5260,0,1927,5,3,1,11040
4002,0,1988,4,2,1,50640
3165,0,2016,11,3,2,22200
6014,0,1955,9,3,2,24840
7249,0,1945,9,3,1,19800
5896,0,1954,5,3,1,27840
10000,0,1986,4,2,1,40320
5000,0,1955,8,3,1,15900
4158,0,1974,4,2,1,15540
6866,0,2010,8,3,2,27600
8396,0,1925,4,2,1,20100
3611,0,1940,4,2,1,26052
4641,0,1965,6,3,1,17520
11900,0,1957,7,2,1,62400
8185,0,,6,3,1,10800
3200,0,1958,4,2,1,14100
763,1,1934,4,2,1,61128
7205,0,1957,8,3,2,13920
3834,0,1947,6,3,1,19560
10200,0,1959,5,3,1,31500
10099,0,,5,2,1,14940
14138,0,,7,2,2,24
11242,0,1979,6,2,1,22320
4999,0,1946,5,2,1,15240
2077,0,1910,6,2,1,27660
10200,1,1965,4,2,1,11100
3000,1,1947,4,2,1,31800
5378,0,1870,5,2,1,16500
2225,0,1957,4,2,1,15300
1569,1,1930,6,3,1,52848
1539,0,1959,4,2,1,16080
4008,0,1950,5,2,1,16680
2009,0,1959,4,2,1,29280
10323,1,,7,3,1,46260
3180,0,1955,4,2,1,14640
4284,0,1949,5,2,1,19380
3605,0,1968,7,3,1,28620
2197,0,1920,5,5,1,18060
6250,0,1946,5,2,1,17400
6925,0,1874,4,2,1,17340
3952,0,,6,3,1,14400
3149,0,1959,7,3,1,36600
5335,0,1951,5,3,1,14760
6480,0,2013,4,2,1,20400
3982,0,1950,9,3,1,18600
5804,0,1880,6,2,1,19800
5113,0,1990,5,3,1,31080
4007,0,1922,5,3,1,19800
8450,0,1995,5,3,1,9300
12,0,,6,3,1,13200
3245,0,2013,8,3,2,17400
5173,0,1970,4,2,1,66120
22430,0,1991,6,2,1,16500
4378,0,1940,4,3,1,16260
6600,0,1930,5,2,1,16200
7000,0,1950,5,3,1,10200
21091,0,1920,6,2,1,4800
6696,0,1991,4,2,1,22560
7425,1,1950,6,2,1,10800
5000,0,1935,5,3,1,24
18791,1,,6,2,1,17340
21276,1,,5,2,1,34020
1538,0,1920,4,2,1,15360
5461,0,1932,6,2,1,13200
3481,0,,5,2,1,12960
18187,1,1946,6,5,1,18840
3921,0,1960,5,3,1,33780
10000,0,1921,6,3,2,10920
8188,0,1947,4,3,1,19968
8116,0,1958,13,3,1,20400
6661,0,1952,5,3,1,18000
3950,0,1936,9,4,2,19128
8320,0,1986,4,2,1,31680
4676,1,,5,3,1,42600
10098,0,,5,3,1,23400
3939,0,1962,5,3,1,24900
16244,0,1988,6,3,2,25680
2626,0,1964,4,2,1,39300
2454,0,1934,5,2,1,10800
7989,0,1979,5,3,1,1
9246,0,,5,3,1,13740
63884,0,2005,12,3,2,25200
5979,0,1998,8,3,2,12120
4704,0,1939,7,3,1,18000
5563,0,1994,4,2,1,25200
9469,0,1905,4,2,1,16560
13148,0,1905,4,2,1,12
2283,0,1910,6,3,1,39240
2127,0,2007,5,3,1,22800
6236,0,2013,4,2,1,28320
26715,1,1965,4,2,1,14700
2731,0,1949,7,3,1,39012
4231,0,1868,4,2,1,13620
2700,1,1935,4,2,1,85668
5300,0,1965,17,12,3,30000
3217,0,1955,4,2,1,12420
8000,0,1975,5,3,2,14400
4000,0,1957,5,3,1,32400
4066,0,,6,4,1,17040
1950,0,1910,5,2,1,45180
16331,1,1925,4,2,1,102900
7412,0,1962,4,2,1,30840
7299,1,1900,7,4,2,16560
3926,0,1958,6,3,1,38700
7651,0,1930,4,2,1,12480
6178,1,1947,6,3,1,22800
4933,0,1989,4,2,1,25560
59610,0,,4,2,1,15480
15149,0,,4,2,1,22860
5257,0,2015,5,2,1,34200
14413,1,1930,4,2,1,3624
3562,0,1910,9,4,1,68220
4700,0,1946,4,2,1,16740
8761,0,2003,8,3,4,57960
7846,0,2004,12,5,2,25920
6300,0,1950,7,4,2,18000
3376,0,1946,10,3,2,20460
5089,0,1950,5,3,1,13200
952,0,1900,9,6,2,51120
8492,0,2010,5,3,1,31680
7345,0,1987,12,4,3,25620
2828,0,1931,4,2,1,67392
9001,0,1985,7,4,2,27600
2479,0,1956,4,2,1,42600
2644,0,1910,5,2,1,28080
17556,0,1959,4,2,1,24
3658,0,1973,7,4,2,48000
32293,0,1988,6,3,1,15000
2280,0,1964,5,3,1,30360
2260,0,1915,6,3,1,22500
5960,0,2014,4,2,1,28500
6899,0,1900,9,4,2,14400
5793,0,1946,8,4,2,27480
2120,0,1953,5,3,1,8820
5077,0,1964,10,4,2,40500
8923,0,2017,5,3,1,34380
5304,0,2015,4,2,1,33300
21194,1,1930,6,3,1,39888
4790,1,1976,13,3,2,418000
7413,0,,6,3,1,19500
2400,0,1967,5,2,1,31920
2200,1,1964,6,2,1,45480
4857,0,,4,2,1,9600
3120,0,1945,4,2,1,18000
7318,0,1968,4,2,1,65100
6213,0,1986,12,4,2,9000
3500,0,1955,5,2,1,14784
4356,0,1960,8,4,2,16200
926,0,1910,5,2,2,15480
3450,0,1956,4,2,1,12600
3418,0,1951,5,3,1,22380
5994,0,1959,5,3,1,12300
1884,0,1923,5,3,1,65580
1330,0,1910,6,3,1,30000
42067,0,1973,5,3,1,27360
4250,0,1957,4,2,1,10800
5000,0,,4,2,1,15120
160820,0,2007,7,3,1,42000
4952,0,1960,6,3,1,36300
2581,0,1949,5,3,1,38280
10000,0,1935,9,3,2,13800
5398,0,2008,10,3,1,32280
8525,0,1976,13,3,2,33264
1904,0,1969,5,3,1,22776
3800,0,1941,5,2,1,16080
5113,0,1990,5,3,1,31140
1880,0,,5,2,1,47700
82209,1,,4,2,1,17520
12097,0,2004,7,3,2,21600
5521,0,,9,3,2,10320
3937,0,1905,6,4,2,15000
6000,0,1955,8,3,1,24840
15055,0,1971,6,3,2,31440
4320,0,2017,5,3,2,42000
7320,0,1930,6,2,1,13500
2088,0,1900,6,4,1,24000
12800,0,1994,4,2,1,54300
13285,0,2011,4,2,1,60415
17000,0,1981,5,3,1,11940
6603,0,1988,4,2,1,25380
6886,0,2015,4,2,1,34200
3379,0,1964,5,3,2,19320
1912,1,1907,9,2,2,24120
1425,0,1955,6,3,1,28020
1713,0,1910,4,2,1,16560
3240,1,1959,4,2,1,47628
6188,0,1905,4,2,1,38340
4680,0,1959,4,2,1,35340
10018,1,1877,10,3,3,22200
6337,0,1958,5,3,1,19800
2922,0,,5,2,1,28140
18520,0,,5,3,1,56460
4450,0,1962,5,3,1,28000
32229,0,,9,3,1,14160
4000,0,1946,6,3,2,14400
5975,0,1975,6,3,3,54000
7175,0,2005,5,3,2,17160
22675,0,1893,8,3,2,20400
38879,0,,4,2,2,13620
2500,0,1910,5,2,1,26400
6000,0,2004,13,6,2,28800
6621,0,1913,5,3,1,19680
7984,0,1951,5,3,1,20880
4824,0,1983,4,2,1,40620
2248,0,1985,4,2,1,26724
24303,1,1920,7,4,1,44760
3337,0,1915,4,2,1,48180
4520,0,1949,6,4,1,47400
7709,0,1900,4,2,1,9480
6524,1,,4,2,1,43620
818,1,1981,4,2,1,12120
18910,0,2004,5,3,1,75960
8585,0,1963,5,3,1,15600
6360,0,1955,6,3,1,20460
6000,0,1966,4,2,1,24600
2325,0,1988,4,2,1,24540
3656,0,2010,8,2,1,20700
2446,0,1930,5,2,1,18180
5039,1,1910,9,3,2,19680
5577,0,1988,7,3,2,33960
32692,1,,5,3,1,26964
4703,0,1930,6,3,1,10740
1435,0,1927,4,2,1,26400
3690,0,1962,5,3,2,30240
2261,0,1930,4,2,1,40020
6000,0,1905,5,3,1,15000
7376,1,1978,10,5,2,30000
1685,0,1929,8,3,2,8880
5000,0,1940,8,2,2,13200
5843,0,1930,5,3,1,11820
6750,0,1988,7,2,1,5400
7764,0,1993,8,3,2,27000
3385,0,1915,7,4,2,79200
6127,0,1971,5,2,1,31620
5000,0,1979,4,2,1,27840
5735,0,1943,4,2,1,15360
7466,0,1960,11,4,2,27600
4351,1,1998,6,2,2,181800
4000,0,1920,4,2,1,9420
5000,0,1952,5,3,1,34500
3711,0,1959,6,2,1,24600
7728,0,2013,4,2,1,20400
5501,0,1958,4,2,1,10800
4822,0,1972,8,3,3,46140
2069,0,1959,5,3,1,28200
8862,0,1937,5,3,2,15000
3959,0,1946,4,2,2,18876
2149,0,1950,6,2,1,17760
1703,0,1929,12,4,2,18600
4500,0,,6,3,1,22200
20250,0,1910,7,4,1,10140
6787,0,2014,4,2,1,27480
4728,0,1975,12,3,3,35940
2424,0,,4,2,1,29220
5338,0,1954,5,3,1,22500
5000,0,1955,6,4,1,24240
21501,0,,6,3,1,37020
2791,0,,6,3,1,36660
3636,0,1910,4,2,1,17220
10200,0,1963,7,2,2,7200
5000,0,1953,5,3,1,12180
6448,0,,8,3,2,16800
3800,0,1929,7,3,1,30000
5583,0,1961,6,3,1,42204
4422,0,1948,4,2,1,31800
2700,0,1938,5,2,1,28656
25727,0,1979,11,3,2,31200
7857,1,1940,5,3,1,26016
5322,0,1928,5,3,2,17364
2153,0,1957,4,2,1,17280
12711,0,1870,4,2,1,24888
