0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
22318342,,,Commercial only,,1918,,Commercial (1),,,,,,,"3,550 sqft",,
22324940,"6,800 sqft",,Commercial and office space,,1992,,Office (1),,,,,"3,250 sqft",,"3,250 sqft",,
22337125,,,Commercial and office space,,1953,,Office (1),,,,,"1,522 sqft",,"1,413 sqft",,
22342600,"30,000 sqft",,Commercial and office space,,1987,,Commercial (1),,,,,"2,450 sqft",,"2,450 sqft",Other,
22354674,,,Commercial only,,,,Commercial (1),,,,,,,120 sqft,Beauty salon,
22354891,,,Commercial and office space,,1922,,Commercial (1),,,,,"1,600 sqft",,"1,600 sqft",,
22358566,,,Commercial and residential,,,,Office (1),,,,,,,300 sqft,,
22362222,,,Commercial and office space,,,,Commercial (1),,,,,,,350 sqft,,
22365477,,,Commercial and office space,,1953,,Commercial (1),,,,,,,420 sqft,Other,
22368223,,,Commercial and office space,,1885,,Commercial (1),,,,,,,"2,364 sqft",,
22371982,,,Offices only,,,,Commercial (1),,,,,,,570 sqft,,
22379470,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,600 sqft",,
22380830,,,Commercial only,,,,Commercial (1),,,,,,,"1,100 sqft",,
22381647,"13,329 sqft",,Commercial and residential,,1881,,Commercial (1),,,,,,,"3,700 sqft",,
22392539,,,Commercial and industrial,,1951,,Commercial (1),,,,,"3,528 sqft",,"3,528 sqft",,
22416275,,,Commercial and office space,,1993,,Commercial (1),,,,,,,"5,000 sqft",,
22432344,,,Offices only,,1923,,Office (1),,,,,,,"1,000 sqft",,
22456734,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,500 sqft,Other,
22457645,,,Commercial and industrial,,,,Commercial (1),,,,,"23,180 sqft",,"23,180 sqft",Other,
22459441,,,Offices only,,,,Office (1),,,,,119 sqft,,119 sqft,,
22460312,,,Offices only,,,,Office (1),,,,,,,"1,000 sqft",,
22461782,,,Offices only,,2017,,Office (1),,,,,,,93 sqft,,
22488944,"62,211 sqft",,Commercial only,,2012,,Commercial (1),,,,,"15,433 sqft",,"8,546 sqft",,
22505999,,,Commercial and office space,,,,Commercial (1),,,,,"1,200 sqft",,"1,200 sqft",,
22513214,,,Commercial and industrial,,1977,,Commercial (1),,,,,,,"2,100 sqft",,
22514927,,,Offices only,,,,Office (1),,,,,,,314 sqft,,
22530367,,,Offices only,,,,Office (1),,,,,,,230 sqft,,
22530868,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
22530975,"11,157 sqft",,Commercial and office space,,1920,,Office (1),,,,,"2,200 sqft",,"2,200 sqft",,
22542441,,,Commercial and office space,,,,Office (1),,,,,,,"3,167 sqft",Other,
22544132,,,Offices only,,,,Office (1),,,,,,,117 sqft,,
22552720,"137,778 sqft",,Commercial only,,1989,,Office (1),,,,,,,"4,000 sqft",,
22555903,"120,556 sqft",,Commercial and office space,,2017,,Commercial (1),,,,,,,"3,000 sqft",,
22559114,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,094 sqft",,
22559280,,,,,,,,,,,,,,,Garage,
22574529,"138,724 sqft",,Commercial and industrial,,"To be built, New",,Commercial (1),,,,,"22,444 sqft",,"1,890 sqft",,
22579536,,,Offices only,,", Historic",,Commercial (1),,,,,,,"2,321 sqft",,
22604774,"45,000 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,"12,000 sqft",,"12,000 sqft",Dealer,
22631302,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,386 sqft",,
22641948,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,95 sqft,,
22642457,,,Offices only,,,,Commercial (1),,,,,,,99 sqft,,
22643733,,,Commercial and office space,,1953,,Commercial (1),,,,,,,645 sqft,Other,
22644421,,,Commercial and office space,,,,Office (3),,,,,,,"From 443 sqft to 2,239 sqft",,
22652038,,,Commercial only,,,,Commercial (1),,,,,,,"1,125 sqft",,
22671079,,,Commercial and office space,,,,Office (1),,,,,,,"1,400 sqft",Office space or commercial,
22675357,,,Commercial and office space,,1972,,Office (1),,,,,,,977 sqft,,
22682457,"2,636 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,270 sqft",,
22682489,,,Offices only,,"Unknown age, Century",,Office (1),,,,,,,751 sqft,,
22694427,,,Offices only,,,,Office (1),,,,,,,88 sqft,Other,
22700826,,,Industrial and offices,,1990,,Industrial (1),,,,,"6,250 sqft",,"6,250 sqft",,
22725449,"51,877 sqft",,Commercial and office space,,Unknown age,,Office (1),,,,,"1,108 sqft",,"1,108 sqft",,
22734297,,,Commercial only,,"Under construction, New",,Commercial (1),,,,,,,"1,068 sqft",,
22737719,"13,442 sqft",,Commercial only,,1971,,Commercial (1),,,,,"3,000 sqft",,1 sqft,"Convenience store, Service station, Other",
22741287,,,Commercial only,,"1962, Century",,Commercial (1),,,,,,,"4,000 sqft",,
22746703,,,Offices only,,,,Office (1),,,,,,,320 sqft,,
22747287,,,Commercial only,,,,Commercial (1),,,,,"4,500 sqft",,"4,500 sqft",,
22762340,,,Offices only,,,,Commercial (1),,,,,,,79 sqft,,
22763827,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,0 sqft,,
22775506,,,Offices only,,,,Commercial (1),,,,,286 sqft,,286 sqft,,
22776477,"112,300 sqft",,Industrial and offices,,2007,,Industrial (1),,,,,,,"2,700 sqft",,
22788592,"2,820 sqft",,Commercial only,,1946,,Commercial (1),,,,,"2,392 sqft",,"2,391 sqft",,
22794174,"21,822 sqft",,Commercial and office space,,1988,,Office (1),,,,,,,"1,650 sqft",,
22794228,,,Offices only,,,,Office (1),,,,,160 sqft,,160 sqft,,
22808216,,,Commercial and residential,,,,Commercial (1),,,,,"2,067 sqft",,"2,067 sqft",,
22810924,,,Commercial only,,,,Commercial (1),,,,,,,"2,200 sqft",,
22811238,,,Commercial only,,,,Commercial (1),,,,,828 sqft,,828 sqft,Other,
22817050,,,Commercial and residential,,,,Commercial (1),,,,,,,"2,000 sqft",,
22819385,,,Industrial and offices,,,,Warehouse (1),,,,,"9,000 sqft",,"2,000 sqft",,
22829222,"15,500 sqft",,Commercial and office space,,1977,,Commercial (1),,,,,"5,410 sqft",,"5,000 sqft",,
22829554,,,Commercial and office space,,,,Office (1),,,,,,,"1,600 sqft",,
22829693,,,,,,,,,,,,,,,Restaurant,
22842384,,,Industrial only,,2010,,Industrial (1),,,,,,,"5,258 sqft",,
22858472,"9,540 sqft",,Commercial only,,1989,,Office (1),,,,,,,700 sqft,Other,
22858634,,,Offices only,,,,Office (1),,,,,,,"2,398 sqft",,
22858951,,,Commercial only,,,,Commercial (1),,,,,,,"15,000 sqft",,
22868849,,,Commercial only,,1989,,Commercial (1),,,,,"2,995 sqft",,"2,995 sqft",,
22869966,"22,561 sqft",,Commercial and office space,,1972,,Commercial (1),,,,,,,"1,500 sqft",,
22872198,Bar,,,,,,,,,,,,,,,
22887416,,,Commercial and office space,,,,Office (1),,,,,,,"1,100 sqft",,
22889888,,,Commercial only,,,,Commercial (1),,,,,,,"2,323 sqft",,
22905742,"80,191 sqft",,Commercial and office space,,1989,,Commercial (1),,,,,"18,242 sqft",,"1,450 sqft",,
22905760,,,Commercial and office space,,,,Office (1),,,,,,,500 sqft,,
22920568,,,Commercial and office space,,1962,,Commercial (1),,,,,,,"1,700 sqft","Coffee/Donuts, Bakery, Deli/Cheese shop, Candy/Chocolate shop, Ice cream shop, Florist, Fruits and vegetables, Pastry shop, Caterer",
22922517,,,Commercial only,,1907,,Commercial (1),,,,,,,"2,050 sqft",,
22929067,,,Offices only,,,,Office (1),,,,,,,"6,000 sqft",Office,
22930177,,,Commercial and office space,,1965,,Commercial (1),,,,,,,"4,000 sqft",,
22931771,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",Other,
22948358,"8,791 sqft",,Commercial and residential,,1920,,Commercial (3),,,,,,,"From 1,500 sqft to 5,100 sqft",,
22951581,,,Offices only,,1926,,Office (1),,,,,,,884 sqft,Office,
22956325,,,Industrial only,,,,Industrial (1),,,,,,,"57,280 sqft",,
22959551,"1,264,425 sqft",,Industrial only,,,,Industrial (1),,,,,1 sqft,,"7,736 sqft",,
22963810,"8,696 sqft",,Commercial only,,,,Commercial (1),,,,,"3,000 sqft",,"3,000 sqft",,
22972056,"15,940 sqft",,Commercial and office space,,1960,,Office (1),,,,,73 sqft,,73 sqft,,
22977592,,,Commercial only,,,,Commercial (1),,,,,"3,200 sqft",,"3,200 sqft",,
22981516,,,Commercial only,,Unknown age,,Commercial (1),,,,,"3,900 sqft",,"3,900 sqft",Other,
22997917,,,Offices only,,,,Office (1),,,,,,,"1,125 sqft",Other,
22999830,"3,172 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,350 sqft",,
23036917,,,Commercial only,,,,Commercial (1),,,,,,,"4,500 sqft",,
23044394,"139,662 sqft",,Commercial and office space,,2003,,Commercial (1),,,,,,,"7,487 sqft",,
23055078,"30,000 sqft",,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"9,127 sqft",,
23058376,,,Commercial and office space,,,,Commercial (1),,,,,"3,000 sqft",,"3,000 sqft",,
23063569,,,Commercial and office space,,,,Office (1),,,,,,,144 sqft,,
23072249,,,Offices only,,,,Office (1),,,,,,,"1,200 sqft",,
23081988,,,Commercial and industrial,,,,Commercial (1),,,,,,,"4,053 sqft",,
23094927,"9,454 sqft",,Commercial and office space,,,,Commercial (1),,,,,,,"1,000 sqft",,
23122926,"39,971 sqft",,Commercial and office space,,1993,,Commercial (1),,,,,,,"10,300 sqft",Florist,
23129141,"86,833 sqft",,Commercial and office space,,1988,,Commercial (2),,,,,"4,693 sqft",,"From 800 sqft to 4,675 sqft",,
23140784,,,Commercial only,,,,Commercial (1),,,,,900 sqft,,900 sqft,Retail,
23148391,,,Commercial and office space,,,,Office (1),,,,,,,"3,000 sqft",Other,
23164336,,,Commercial and office space,,1992,,Commercial (5),,,,,,,"From 392 sqft to 3,037 sqft",,
23180803,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"2,000 sqft",,"2,000 sqft",Health centre,
23191967,,,Commercial only,,2006,,Commercial (1),,,,,,,"1,100 sqft","Travel agency, Jewellery store, Boutique, Candy/Chocolate shop, Deli/Cheese shop, Florist, Dry-cleaning, Restaurant, Beauty salon, Tanning salon, Photo studio, Caterer, Variety store",
23192096,,,Commercial and office space,,1952,,Commercial (1),,,,,,,"1,636 sqft",,
23207652,,,Commercial and office space,,,,Commercial (1),,,,,,,800 sqft,,
23210936,"2,260 sqft",,Commercial and office space,,1952,,Commercial (1),,,,,"2,175 sqft",,"5,000 sqft",,
23242487,Residential,,,,,,,,,,,,,,,
23253383,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,506 sqft",Restaurant,
23272406,,,Commercial and residential,,,,Commercial (1),,,,,"1,200 sqft",,"1,200 sqft",Fruits and vegetables,
23275260,"1,248 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,248 sqft",,
23277018,,,Commercial only,,2014,,Office (1),,,,,,,"10,000 sqft",,
23277827,,,Commercial and office space,,,,Warehouse (1),,,,,,,"1,248 sqft",,
23298504,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,552 sqft",,
23301909,,,Commercial and office space,,1930,,Commercial (1),,,,,"2,012 sqft",,"2,012 sqft",,
23303863,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,381 sqft",,
23304766,"$26,400",,,,,,,,,,,,,,,
23309373,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,535 sqft",,
23314425,,,Offices only,,Unknown age,,Office (1),,,,,,,115 sqft,,
23314793,,,Commercial only,,"2013, New",,Commercial (1),,,,,,,"1,771 sqft",,
23315509,,,Offices only,,,,Commercial (1),,,,,,,"1,000 sqft",Other,
23323857,,,Commercial and office space,,,,Office (1),,,,,,,"1,328 sqft",,
23329375,,,Offices only,,Unknown age,,Office (1),,,,,,,"3,132 sqft",,
23333276,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,882 sqft",,
23334656,,,Commercial and office space,,1930,,Commercial (1),,,,,,,900 sqft,,
23349737,,,Commercial and office space,,2016,,Commercial (1),,,,,868 sqft,,868 sqft,,
23357242,,,Offices only,,,,Office (1),,,,,,,"2,183 sqft",,
23360009,"27,033 sqft",,Industrial only,,1980,,Industrial (1),,,,,"15,418 sqft",,"15,418 sqft",Refrigerated warehouse,
23363798,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,500 sqft",,
23367448,,,Commercial only,,"To be built, New",,Commercial (1),,,,,"46,800 sqft",,"5,000 sqft",,
23377589,"94,766 sqft",,,,1993,,Warehouse (1),,,,,,,"7,125 sqft",Other,
23385398,,,Offices only,,1947,,Office (1),,,,,,,472 sqft,,
23386920,,,Commercial and office space,,1970,,Office (1),,,,,"1,901 sqft",,"1,901 sqft",,
23393085,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,620 sqft",,
23400719,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,290 sqft",Other,
23401309,,,Commercial and office space,,,,Commercial (1),,,,,"1,665 sqft",,"1,665 sqft",,
23414366,,,Commercial only,,1965,,Commercial (1),,,,,,,505 sqft,Restaurant,
23416197,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,95 sqft,,
23419073,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,489 sqft",Other,
23427294,,,Commercial and office space,,,,Office (1),,,,,,,450 sqft,Office Space,
23428573,,,Commercial and residential,,,,Commercial (1),,,,,,,"5,800 sqft",,
23429693,,,Commercial only,,1973,,Commercial (1),,,,,,,600 sqft,,
23431992,"$21,838",,,,,,,,,,,,,,,
23432705,,,Commercial and office space,,2013,,Commercial (1),,,,,,,"1,100 sqft",,
23433039,"19,596 sqft",,Commercial and office space,,1952,,Commercial (1),,,,,"13,365 sqft",,"19,802 sqft",,
23433162,,,Industrial and offices,,2009,,Industrial (1),,,,,,,"2,250 sqft",,
23437312,,,Commercial only,,,,Commercial (1),,,,,,,750 sqft,,
23451909,,,Commercial and office space,,,,Commercial (1),,,,,,,855 sqft,,
23455192,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,138 sqft",,
23457815,,,Commercial and office space,,,,Commercial (2),,,,,"5,800 sqft",,"From 2,800 sqft to 5,800 sqft",,
23472153,,,Commercial only,,,,Commercial (1),,,,,,,250 sqft,Hairdresser - Men's,
23472593,,,Commercial and office space,,1940,,Commercial (1),,,,,"2,058 sqft",,"2,000 sqft",,
23476789,,,,,,,Commercial (1),,,,,,,"3,491 sqft",,
23491953,,,Commercial only,,1974,,Commercial (1),,,,,,,"2,771 sqft",,
23496106,,,,,,,Industrial (1),,,,,,,"2,884 sqft",,
23497853,,,,,,,,,,,,,,,Restaurant,
23514625,,,Commercial only,,,,Commercial (1),,,,,,,"1,500 sqft",,
23532903,,,Commercial and office space,,,,Office (1),,,,,,,"7,566 sqft",Church,
23533898,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"1,260 sqft",,
23548854,,,Commercial only,,1973,,Commercial (1),,,,,,,350 sqft,,
23562561,,,Commercial only,,,,Commercial (1),,,,,,,382 sqft,Other,
23566333,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"1,028 sqft",Other,
23569854,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
23585066,,,Commercial and office space,,,,"Commercial (2), Office (3)",,,,,,,"From 518 sqft to 4,268 sqft",,
23585311,,,Commercial only,,,,Commercial (1),,,,,912 sqft,,912 sqft,Restaurant,
23592048,,,Offices only,,,,Office (1),,,,,,,600 sqft,,
23599578,,,Offices only,,1961,,Office (1),,,,,120 sqft,,120 sqft,,
23606462,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,290 sqft",,
23608661,,,Commercial and office space,,,,Office (1),,,,,,,"1,200 sqft",,
23612681,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,150 sqft",,
23614296,,,Commercial only,,,,Office (5),,,,,,,"From 132 sqft to 1,275 sqft",,
23624025,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,910 sqft,,
23624844,,,Offices only,,,,Office (1),,,,,,,210 sqft,Office,
23625144,,,Industrial and offices,,2009,,Industrial (1),,,,,,,"9,000 sqft",,
23638095,,,Commercial and office space,,,,Commercial (1),,,,,,,765 sqft,,
23638439,,,Commercial only,,1978,,Commercial (1),,,,,,,"1,150 sqft",,
23638953,,,Industrial only,,,,Industrial (1),,,,,,,"5,000 sqft",,
23654328,"17,398 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,500 sqft",Restaurant,
23656958,,,Offices only,,,,Office (1),,,,,,,792 sqft,Other,
23663194,,,Offices only,,Unknown age,,Office (1),,,,,,,"2,800 sqft",,
23675177,,,Industrial only,,2008,,Office (1),,,,,,,"1,650 sqft",,
23676515,,,Commercial only,,,,Commercial (1),,,,,,,"2,280 sqft",,
23707530,,,Offices only,,1928,,Office (1),,,,,,,"9,510 sqft",,
23710781,,,Offices only,,,,Office (1),,,,,,,159 sqft,,
23733614,"48,716 sqft",,Commercial and office space,,1975,,Commercial (1),,,,,,,"2,001 sqft","Health centre, Fitness centre, Massotherapy, School, Pharmacy, Beauty salon, Coffee/Donuts, Daycare centre, Travel agency",
23742705,,,Commercial and residential,,1953,,Commercial (1),,,,,,,"1,000 sqft",,
23749469,,,Offices only,,"1870, Historic",,Office (1),,,,,"3,636 sqft",,84 sqft,Other,
23752002,,,Commercial only,,Unknown age,,Office (1),,,,,,,"8,000 sqft",,
23759590,,,Offices only,,,,Office (1),,,,,,,750 sqft,Offices,
23764208,,,Commercial and industrial,,1976,,Commercial (1),,,,,,,"2,500 sqft",,
23767489,,,Offices only,,1974,,Office (1),,,,,,,425 sqft,,
23767660,,,Commercial and industrial,,Unknown age,,Industrial (1),,,,,"25,675 sqft",,"25,675 sqft",,
23776452,,,Offices only,,,,Office (1),,,,,,,"2,500 sqft",,
23793877,,,Commercial and office space,,,,Commercial (1),,,,,,,725 sqft,,
23795382,,Residential,,,,,,,,,,,,,,
23796819,,,Offices only,,,,Office (1),,,,,,,168 sqft,Other,
23818687,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,548 sqft",,
23824752,,,Commercial and office space,,,,Office (1),,,,,,,"2,180 sqft",,
23853863,,,Offices only,,,,Office (1),,,,,,,"4,040 sqft",,
23869182,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,038 sqft",,
23873546,"28,962 sqft",,Commercial only,,1953,,Commercial (1),,,,,"2,911 sqft",,"4,969 sqft",Restaurant,
23881428,,,Offices only,,1992,,Office (1),,,,,"5,000 sqft",,"5,000 sqft",,
23890367,,,,,,,,,,,,,,,Cabinet making,
23905136,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"2,570 sqft",,
23924330,,,Commercial only,,,,Commercial (1),,,,,,,"1,400 sqft",,
23940366,,,Commercial only,,1970,,Commercial (1),,,,,"2,300 sqft",,"2,300 sqft",Detail+service+restaurant,
23960919,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",,
23977465,,,Offices only,,1974,,Office (1),,,,,,,950 sqft,,
23986025,"35,661 sqft",,Commercial and industrial,,2014,,Commercial (1),,,,,"10,137 sqft",,"2,703 sqft",,
23994850,,,Commercial and office space,,1973,,Office (1),,,,,,,"2,300 sqft",,
24000332,"149,941 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"2,500 sqft",,
24000622,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,323 sqft",,
24012718,"2,948,363 sqft",,,,Unknown age,,,,,,,,,,,
24017183,,,Commercial only,,1952,,Commercial (1),,,,,,,815 sqft,,
24044775,"36,891 sqft",,Offices only,,2007,,Office (1),,,,,"2,000 sqft",,"2,000 sqft",,
24049723,"20,014 sqft",,Offices only,,1977,,Office (1),,,,,"10,326 sqft",,"2,000 sqft",,
24050827,,,Commercial only,,1965,,Commercial (1),,,,,,,"3,900 sqft",,
24060042,,,Commercial only,,,,Commercial (1),,,,,,,"6,800 sqft",,
24089013,,,Commercial and office space,,,,Office (1),,,,,,,"1,660 sqft",,
24091078,"21,345 sqft",,Commercial only,,"1888, Historic",,Commercial (1),,,,,,,"6,800 sqft",Restaurant,
24092337,"90,000 sqft",,Commercial and industrial,,1973,,Commercial (1),,,,,,,"8,200 sqft",,
24096197,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,071 sqft",,
24104871,,,Commercial and office space,,,,Office (1),,,,,,,497 sqft,,
24111886,,,Commercial only,,,,Commercial (1),,,,,,,"1,590 sqft",,
24113032,,,Commercial and office space,,,,Office (1),,,,,,,"1,672 sqft",Office,
24122903,,,Offices only,,2017,,Commercial (1),,,,,,,78 sqft,,
24123708,,,Commercial and residential,,1950,,Commercial (1),,,,,,,685 sqft,Variety store,
24128337,,,Commercial only,,1943,,Commercial (1),,,,,,,"7,000 sqft",Restaurant,
24134372,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,023 sqft",,
24145284,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,300 sqft",,
24148419,,,Offices only,,,,Commercial (1),,,,,,,157 sqft,,
24156861,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,000 sqft",,
24162621,,,Commercial only,,,,Commercial (1),,,,,,,"1,975 sqft",,
24176679,"11,034 sqft",,Offices only,,2011,,Office (1),,,,,,,50 sqft,,
24196269,,,Offices only,,1944,,Office (1),,,,,,,"6,000 sqft",Other,
24202190,"257,827 sqft",,,,2006,,Warehouse (1),,,,,,,50 sqft,,
24208869,,,Commercial only,,,,Commercial (1),,,,,,,"3,500 sqft",,
24214202,"30,112 sqft",,Commercial and industrial,,,,"Office (3), Warehouse (1)",,,,,"12,200 sqft",,"From 761 sqft to 6,909 sqft",,
24219049,"30,054 sqft",,Commercial only,,1977,,Commercial (1),,,,,"2,575 sqft",,"2,575 sqft",,
24220250,,,Industrial and offices,,"2017, New",,Office (1),,,,,"5,611 sqft",,"5,611 sqft",,
