0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
20131551,,,Offices only,,1900,,Office (1),,,,,,,140 sqft,Health centre,
20132114,,,Industrial and offices,,,,"Office (1), Warehouse (1)",,,,,,,"From 600 sqft to 4,000 sqft",,
20132557,,,Commercial and office space,,1910,,Commercial (1),,,,,,,"1,000 sqft",,
20135268,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,190 sqft",,
20135571,,,Offices only,,2017,,Commercial (1),,,,,,,90 sqft,,
20143513,,,Industrial only,,,,Industrial (2),,,,,,,"From 4,445 sqft to 8,890 sqft",,
20162663,,,Commercial and office space,,,,Office (1),,,,,,,"4,000 sqft",,
20170181,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"12,933 sqft",,"25,867 sqft",Other,
20171675,,,Commercial only,,,,Commercial (1),,,,,,,"2,000 sqft",,
20176312,"5,403 sqft",,Commercial only,,1997,,Commercial (1),,,,,,,"5,403 sqft",Dealer,
20183994,,,Offices only,,2007,,Office (1),,,,,,,"1,830 sqft",Other,
20188002,,,Offices only,,2017,,Commercial (1),,,,,,,"4,000 sqft",,
20198688,,,Commercial and office space,,,,Office (1),,,,,,,"2,000 sqft",,
20206273,"39,600 sqft",,Commercial only,,1977,,Commercial (1),,,,,"10,500 sqft",,"10,500 sqft",Other,
20211885,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,075 sqft",,
20215238,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,451 sqft",,
20221019,,,Commercial and office space,,1999,,Commercial (1),,,,,,,"1,200 sqft",,
20221096,"10,645 sqft",,Commercial only,,,,Commercial (1),,,,,,,"1,040 sqft",,
20234203,,,Commercial and residential,,1900,,Commercial (1),,,,,"2,505 sqft",,"2,505 sqft",,
20249876,,,Commercial and residential,,,,Commercial (1),,,,,,,"3,000 sqft",,
20250472,,,Commercial and office space,,,,Commercial (1),,,,,,,"6,000 sqft",,
20265984,,Resort,,,,,,,,,,,,,,
20273516,"10,840 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,500 sqft",,"2,500 sqft",,
20281425,,,Offices only,,,,Office (1),,,,,,,"3,500 sqft",,
20282011,,,Commercial and office space,,1987,,Office (1),,,,,,,700 sqft,,
20289665,"8,014 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"6,804 sqft",,"6,804 sqft",Department store,
20297557,"137,679 sqft",Commercial,,,,,,,,,,,,,,
20309909,"4,913 sqft",,Commercial and residential,,1988,,Commercial (1),,,,,,,"3,556 sqft",Restaurant,
20313601,,,Commercial and office space,,,,Office (1),,,,,800 sqft,,800 sqft,,
20316286,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"3,120 sqft",,
20321018,"23,659 sqft",,Commercial only,,,,Commercial (1),,,,,"1,070 sqft",,"1,071 sqft","Dating agency, Travel agency, Fitness centre, Shoe repair shop, Church, Photo studio, Health centre",
20325241,,,Offices only,,,,Office (1),,,,,,,"5,022 sqft",,
20332843,Basement 6 feet or +,,,,,,,,,,,,,,,
20345896,,,Commercial and office space,,1965,,Commercial (1),,,,,,,"2,300 sqft",Other,
20359718,,,Commercial only,,,,Commercial (1),,,,,,,900 sqft,,
20369746,,,Commercial and office space,,,,Commercial (1),,,,,,,"10,500 sqft",,
20372671,,,Commercial and office space,,,,Office (1),,,,,,,"1,125 sqft",,
20377072,,,Industrial and offices,,,,Industrial (1),,,,,,,"2,500 sqft",Other,
20378542,,,Offices only,,Unknown age,,Commercial (1),,,,,"10,192 sqft",,"2,100 sqft",Other,
20378774,,,Commercial and office space,,1994,,Commercial (1),,,,,680 sqft,,11 sqft,,
20380477,,,Commercial and office space,,,,Commercial (1),,,,,,,600 sqft,,
20387383,,,Offices only,,,,Office (1),,,,,,,"1,200 sqft",,
20402057,,,Commercial only,,,,Commercial (1),,,,,,,"1,260 sqft",,
20402805,,,Offices only,,1998,,Office (1),,,,,,,"8,000 sqft",,
20406614,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",,
20427928,"1,182 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"1,169 sqft",,"1,169 sqft",,
20434606,,,Offices only,,Unknown age,,Office (1),,,,,,,143 sqft,Professional,
20439856,,,Commercial and office space,,", Historic",,Commercial (1),,,,,,,900 sqft,,
20440639,,,Commercial and office space,,,,Office (1),,,,,,,"1,100 sqft",Office,
20443941,,,Commercial and residential,,,,"Commercial (1), Warehouse (1)",,,,,,,"From 400 sqft to 3,700 sqft",,
20446531,,,Commercial and industrial,,"2016, New",,Commercial (1),,,,,,,"3,000 sqft",,
20462188,,,Commercial and office space,,,,Office (1),,,,,,,"1,065 sqft",,
20475134,,,Offices only,,1947,,Office (1),,,,,,,"2,800 sqft",,
20478563,,,Commercial and office space,,,,Commercial (1),,,,,,,"6,500 sqft",,
20481839,,,Commercial and industrial,,1988,,Industrial (1),,,,,,,"6,598 sqft",,
20487005,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,086 sqft",,
20488584,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"8,431 sqft",,
20489814,,,Commercial and office space,,1979,,Commercial (1),,,,,"1,200 sqft",,"1,200 sqft","Travel agency, Arts and Crafts, Health centre, Boutique, Gift shop, Shoe repair shop, Accounting, Computing equipment, Massotherapy, Dry-cleaning, Beauty salon, Hairdresser, Tanning salon, Pet grooming, Photo studio",
20499887,,,Commercial only,,2005,,Commercial (1),,,,,,,"1,578 sqft",,
20504030,"23,354 sqft",,Commercial only,,1960,,Commercial (1),,,,,"6,302 sqft",,840 sqft,,
20515397,"12,594 sqft","Commercial, Residential",,,,,,,,,,,,,,
20516234,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,300 sqft",Shopping centre,
20517565,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",,
20551049,,,Commercial only,,1993,,Commercial (1),,,,,,,"2,800 sqft",,
20566526,,,Commercial only,,1978,,Commercial (1),,,,,"1,406 sqft",,"1,400 sqft",Fast food,
20568843,"9,637 sqft",,Commercial and office space,,1947,,Commercial (1),,,,,"16,716 sqft",,"5,333 sqft",,
20576454,,,Commercial only,,1960,,Commercial (1),,,,,,,500 sqft,Other,
20579080,,,Commercial only,,,,Commercial (1),,,,,,,"2,500 sqft",,
20597223,,,Commercial only,,", Century",,Commercial (1),,,,,,,900 sqft,,
20598982,,,Commercial only,,1902,,Commercial (1),,,,,,,430 sqft,,
20618889,,,Commercial and office space,,,,Office (1),,,,,,,715 sqft,,
20636142,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,800 sqft",,
20644621,"5,909 sqft",,Commercial only,,1954,,Commercial (1),,,,,,,"1,200 sqft",,
20644938,,,Commercial and residential,,2013,,Commercial (1),,,,,,,"10,564 sqft",Candy/Chocolate shop,
20654311,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,290 sqft",,
20670976,"9,583 sqft",,Commercial and office space,,1930,,Commercial (2),,,,,"4,064 sqft",,"From 1,864 sqft to 4,064 sqft",,
20688698,"160,275 sqft",,Commercial and industrial,,1970,,Industrial (1),,,,,"101,710 sqft",,"14,520 sqft",,
20689564,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"9,172 sqft",,
20691255,,,Offices only,,1930,,Office (2),,,,,,,From 118 sqft to 256 sqft,,
20694513,,,Commercial and residential,,,,Industrial (1),,,,,,,"12,380 sqft",Electrical supplies,
20706180,,,Industrial and offices,,,,Office (1),,,,,,,"2,100 sqft",,
20708250,,,Commercial only,,,,Warehouse (1),,,,,,,"3,229 sqft",,
20712671,"6,800 sqft",,Offices only,,1992,,Office (1),,,,,"3,500 sqft",,"3,500 sqft",,
20715527,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,500 sqft",,
20723961,,,Commercial and industrial,,,,Industrial (1),,,,,,,"1,500 sqft",,
20742047,"4,047 sqft",,Commercial only,,,,Commercial (1),,,,,,,"4,000 sqft",Garage,
20749966,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,800 sqft",Shopping centre,
20749992,,,Offices only,,,,Office (1),,,,,,,112 sqft,,
20754378,,,Offices only,,1974,,Office (1),,,,,,,"3,230 sqft",,
20758155,,,Commercial and office space,,"1886, Century",,Commercial (1),,,,,"4,500 sqft",,"4,600 sqft",Restaurant,
20759414,,,Commercial and office space,,,,Commercial (1),,,,,,,735 sqft,Other,
20764303,,,Offices only,,1974,,Office (1),,,,,,,"2,236 sqft",,
20767386,,,Industrial only,,,,Industrial (1),,,,,,,"1,400 sqft",,
20771473,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,163 sqft",,
20784109,,,Commercial and office space,,,,Commercial (2),,,,,,,"From 2,400 sqft to 4,800 sqft",,
20789474,"93,864 sqft",,Commercial and office space,,1988,,Commercial (2),,,,,"32,521 sqft",,"From 2,083 sqft to 4,844 sqft",,
20804000,,,Commercial and office space,,,,Office (1),,,,,,,"1,301 sqft",,
20806060,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,203 sqft",,
20813184,,,Commercial only,,,,Commercial (1),,,,,"35,000 sqft",,"35,000 sqft",,
20820308,,,Commercial and office space,,,,Commercial (1),,,,,"2,200 sqft",,"2,200 sqft","Boutique, Travel agency, Gift shop, Shopping centre, Health centre, Accounting, Shoe repair shop, Convenience store, Massotherapy, Hairdresser, Beauty salon, Hairdresser - Men's, Pet grooming, Variety store",
20820337,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"4,000 sqft",,
20820711,,,Commercial only,,1948,,Commercial (1),,,,,,,600 sqft,Other,
20821745,,,Offices only,,,,Commercial (1),,,,,,,"2,145 sqft",Other,
20851783,,,Offices only,,,,Office (1),,,,,,,88 sqft,Other,
20852868,"7,511 sqft",,Commercial and office space,,2010,,Commercial (2),,,,,"8,596 sqft",,"From 4,295 sqft to 8,590 sqft",,
20858563,,,Offices only,,,,Office (1),,,,,,,129 sqft,,
20867564,,,Commercial only,,,,Commercial (1),,,,,,,"2,500 sqft",Other,
20874051,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
20885428,,,Offices only,,,,Office (1),,,,,,,118 sqft,,
20889962,,,,,,,Commercial (1),,,,,,,792 sqft,,
20918563,,,Offices only,,,,Office (1),,,,,,,150 sqft,Business office,
20918710,,,Offices only,,,,Office (1),,,,,,,200 sqft,,
20920999,,,Commercial only,,1987,,Commercial (1),,,,,,,"2,350 sqft",,
20947809,"7,061 sqft",,Commercial only,,1938,,Commercial (4),,,,,"8,100 sqft",,"From 1,600 sqft to 8,500 sqft","Health centre, Bar, Restaurant",
20949521,,,Offices only,,1990,,Office (1),,,,,"1,918 sqft",,"1,918 sqft",,
20957022,,,Commercial and residential,,,,Commercial (1),,,,,,,"2,800 sqft",,
20958235,,,Commercial and office space,,,,Office (1),,,,,"34,337 sqft",,338 sqft,,
20964324,,,Commercial and office space,,,,Office (4),,,,,,,"From 800 sqft to 9,680 sqft","Daycare centre, Health centre, Packaging, Fitness centre, Plumbing",
20967873,,,Commercial only,,,,Commercial (1),,,,,,,"3,200 sqft",,
20979839,,,Offices only,,,,Commercial (1),,,,,,,128 sqft,,
20982844,"219,978 sqft",,Commercial and office space,,,,Commercial (1),,,,,,,"11,600 sqft",,
20995579,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,350 sqft",Offices,
20999009,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
21004347,"29,290 sqft",,Commercial and industrial,,1979,,Commercial (1),,,,,"5,000 sqft",,"5,000 sqft",Other,
21004570,,,Offices only,,1978,,Office (1),,,,,,,"1,385 sqft",,
21004888,"68,675 sqft",,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"4,000 sqft",,
21015653,,,Offices only,,2011,,Office (1),,,,,,,"1,466 sqft",Other,
21015687,,,Commercial and residential,,1957,,Commercial (1),,,,,,,700 sqft,,
21027163,"5,164 sqft",,Commercial and office space,,1949,,Commercial (1),,,,,"5,163 sqft",,"5,000 sqft",Convenience store,
21036815,,,Commercial and office space,,1987,,Commercial (1),,,,,,,"4,705 sqft",Other,
21047407,,,Offices only,,1974,,Office (1),,,,,,,"2,003 sqft",Office,
21053173,,,Industrial and offices,,,,Industrial (1),,,,,,,"10,208 sqft",,
21055907,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"13,200 sqft",showroom/entreposage,
21070485,,,Commercial only,,,,Commercial (1),,,,,,,"10,000 sqft",,
21071767,,,Offices only,,2017,,Commercial (1),,,,,,,135 sqft,,
21072474,"4,746 sqft",,Offices only,,Unknown age,,Office (1),,,,,,,"2,244 sqft",,
21073102,,,Commercial and office space,,,,"Commercial (1), Office (1)",,,,,,,"From 1,100 sqft to 2,200 sqft",,
21089181,,,Commercial and industrial,,,,Industrial (1),,,,,,,"20,000 sqft",,
21093183,,,Offices only,,1927,,Office (2),,,,,,,"From 7,200 sqft to 14,400 sqft",,
21093958,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"4,384 sqft",Daycare centre,
21101414,"3,600 sqft",,Commercial and office space,,2010,,Warehouse (1),,,,,,,"3,600 sqft",,
21101552,,,Industrial only,,,,Industrial (1),,,,,,,"12,800 sqft",,
21108736,,,Commercial and office space,,1967,,Commercial (1),,,,,,,861 sqft,,
21110370,"14,424 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"3,089 sqft",,
21113106,,,Commercial and industrial,,1950,,Commercial (1),,,,,"6,200 sqft",,"6,200 sqft",SPCA,
21115510,,,Commercial only,,1946,,Commercial (1),,,,,,,"1,443 sqft",Restaurant,
21117595,,,Commercial and office space,,,,Office (1),,,,,,,"2,700 sqft",Other,
21118218,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"2,000 sqft",,
21125688,,,Commercial and office space,,1900,,Commercial (1),,,,,,,"1,300 sqft",Travel agency,
21130677,,,Commercial only,,,,Commercial (1),,,,,"2,207 sqft",,"2,207 sqft",,
21132303,"5,894 sqft",,Commercial and office space,,,,Office (2),,,,,"1,178 sqft",,"From 975 sqft to 2,315 sqft",,
21159550,"5,202 sqft",,Commercial and office space,,1950,,Commercial (1),,,,,"2,976 sqft",,"2,976 sqft",,
21175181,"9,637 sqft",,Commercial and office space,,1947,,Commercial (1),,,,,"16,716 sqft",,"1,740 sqft",,
21181006,,,Commercial and office space,,1989,,Office (1),,,,,,,850 sqft,,
21189221,,,Commercial and office space,,2009,,Commercial (1),,,,,,,"1,200 sqft",,
21193969,,,Commercial and office space,,,,Office (1),,,,,,,"3,033 sqft",,
21211504,,,,,,,Commercial (1),,,,,,,860 sqft,,
21232373,"18,471 sqft",,Commercial and office space,,1950,,Commercial (1),,,,,"1,152 sqft",,"1,150 sqft",Other,
21234497,Basement 6 feet or +,,,,,,,,,,,,,,,
21253102,"9,389 sqft",,Commercial and office space,,1978,,Commercial (1),,,,,,,"9,386 sqft",,
21257738,,,Offices only,,,,Office (1),,,,,,,610 sqft,,
21261685,,,Commercial only,,,,Commercial (1),,,,,,,995 sqft,,
21271769,,,Commercial and office space,,1973,,Office (1),,,,,,,"9,842 sqft",,
21273323,"10,390 sqft",,Commercial and office space,,1955,,Commercial (1),,,,,,,"7,273 sqft",Other,
21274364,,,Offices only,,2013,,Office (1),,,,,,,685 sqft,,
21275309,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",,
21289637,,,Offices only,,1990,,Office (1),,,,,,,"2,200 sqft",Commercial,
21296853,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,500 sqft",,
21299376,,,Industrial only,,,,Office (1),,,,,,,"3,000 sqft",,
21299503,,,Commercial only,,,,Commercial (1),,,,,,,"1,200 sqft",,
21332306,"86,832 sqft",,Commercial only,,1989,,Commercial (2),,,,,,,"From 1,085 sqft to 2,243 sqft",,
21335080,,,Commercial only,,1978,,Commercial (1),,,,,,,144 sqft,,
21335088,,,Commercial and industrial,,2014,,Commercial (1),,,,,,,"2,092 sqft",,
21341227,,,Offices only,,,,Office (1),,,,,,,"6,780 sqft",,
21354139,,,Commercial only,,1991,,Commercial (1),,,,,,,650 sqft,Coffee/Restaurant,
21355047,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"3,106 sqft",Other,
21373680,,,Offices only,,,,Office (1),,,,,,,"8,000 sqft",,
21379285,,,Commercial and office space,,,,Commercial (1),,,,,,,"7,000 sqft",,
21396670,,,Offices only,,"To be built, New",,Office (1),,,,,,,"2,000 sqft",,
21400427,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,850 sqft,Boutique,
21405280,,,Commercial and office space,,2010,,Commercial (1),,,,,"7,955 sqft",,"4,300 sqft",,
21410876,,,Offices only,,,,Office (1),,,,,,,155 sqft,,
21415327,,,Commercial and office space,,,,Office (1),,,,,"34,337 sqft",,663 sqft,,
21415427,,,Commercial and office space,,,,Commercial (1),,,,,,,"6,500 sqft",,
21431172,,,Commercial and office space,,,,Commercial (1),,,,,,,"6,751 sqft",Other,
21431297,,,Commercial and office space,,1964,,Office (1),,,,,,,315 sqft,,
21440562,,,Commercial and office space,,1968,,Commercial (3),,,,,"16,000 sqft",,"From 2,000 sqft to 16,000 sqft",,
21442590,,,Commercial only,,,,Commercial (1),,,,,975 sqft,,975 sqft,,
21447926,"3,043 sqft",,Commercial and residential,,,,Commercial (1),,,,,,,"2,000 sqft",,
21457171,,,Commercial and office space,,,,Commercial (1),,,,,"1,511 sqft",,"1,511 sqft",,
21457326,"24,608 sqft",,Commercial and office space,,1988,,Commercial (1),,,,,"9,500 sqft",,"1,320 sqft",,
21528272,"58,100 sqft",,Commercial and industrial,,1968,,Industrial (1),,,,,,,"3,000 sqft",,
21534907,,,Offices only,,,,Office (1),,,,,,,"1,250 sqft",Office,
21539165,,,Commercial only,,,,Commercial (1),,,,,,,"1,341 sqft","Jewellery store, Bakery, Laundromat, Candy/Chocolate shop, Shoe repair shop, Driving school, Dry-cleaning, Pastry shop, Stationery store, Tanning salon, Hairdresser - Men's, Hairdresser, Florist, Photo studio, Ice cream shop",
21545040,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,200 sqft",,
21563003,"96,350 sqft",,Commercial and office space,,1978,,Commercial (1),,,,,,,"8,400 sqft",,
21566779,,,Commercial and office space,,2010,,Commercial (1),,,,,"7,955 sqft",,"1,600 sqft",,
21567637,,,Offices only,,,,Office (1),,,,,,,110 sqft,,
21581907,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,200 sqft",,
21584897,,,Offices only,,Unknown age,,Office (1),,,,,,,500 sqft,,
21586288,"32,445 sqft",,Commercial only,,2006,,Commercial (1),,,,,"1,100 sqft",,"1,100 sqft",,
21597578,,,Commercial and office space,,1992,,Commercial (3),,,,,,,"From 175 sqft to 3,098 sqft",,
21600819,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",Other,
21603420,"8,113 sqft",,Offices only,,,,Office (1),,,,,,,"1,165 sqft",Services,
21604106,,,Commercial only,,1978,,Commercial (1),,,,,,,195 sqft,,
21609130,"6,191 sqft",,Commercial and office space,,1933,,Commercial (1),,,,,"4,914 sqft",,"4,914 sqft",Boutique,
21615433,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,500 sqft",,
21625580,,,Commercial only,,,,Commercial (1),,,,,,,"2,500 sqft",,
21631846,"5,200 sqft",,Commercial only,,1949,,Commercial (1),,,,,"1,800 sqft",,"1,800 sqft",,
21634541,,,Industrial and offices,,1978,,"Industrial (1), Office (1)",,,,,,,"From 1,076 sqft to 2,379 sqft",,
21644758,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"17,000 sqft",,"17,000 sqft",,
21661414,,,Industrial and offices,,,,Office (1),,,,,,,775 sqft,,
21664698,"6,627 sqft",,Commercial and industrial,,2015,,Commercial (1),,,,,"10,137 sqft",,"1,677 sqft",,
21679132,,,Commercial only,,,,Commercial (1),,,,,,,990 sqft,,
21691060,,,Industrial and offices,,2010,,"Office (1), Warehouse (1)",,,,,,,"From 4,174 sqft to 8,637 sqft",,
21691364,"20,000 sqft",,Commercial and office space,,1950,,Commercial (1),,,,,"3,276 sqft",,"3,276 sqft",Other,
21705636,"257,827 sqft",,,,2006,,Warehouse (1),,,,,,,100 sqft,,
21713620,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,500 sqft",Bar,
21727837,,,Offices only,,,,Office (1),,,,,"7,043 sqft",,"7,043 sqft",,
21764200,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
21775573,,,Commercial and office space,,1900,,Office (1),,,,,,,"2,650 sqft",,
21786053,"43,847 sqft",,Commercial and office space,,,,Office (1),,,,,,,"1,000 sqft",,
21800362,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,000 sqft",,
21812050,,,Commercial and office space,,,,Office (1),,,,,"40,000 sqft",,"2,000 sqft",,
21814497,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,989 sqft",,"2,989 sqft",,
21828243,,,Offices only,,Unknown age,,Commercial (1),,,,,"7,140 sqft",,"7,140 sqft",,
21828945,,,Commercial only,,,,Commercial (1),,,,,,,"1,225 sqft",,
21836824,,,Commercial and industrial,,,,Commercial (1),,,,,,,"4,295 sqft",Auto parts,
21837153,"5,073 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"3,500 sqft","Accounting, Health centre, Tanning salon, Apiculture, Dealer, School, Massotherapy, Beauty salon, Travel agency, Photo studio",
21839916,,,Industrial and offices,,,,Industrial (1),,,,,,,"11,000 sqft",,
21859386,,,Commercial only,,,,Commercial (1),,,,,,,"2,528 sqft",,
21866865,"7,521 sqft",,Commercial only,,"1896, Century",,Commercial (1),,,,,"17,965 sqft",,"1,125 sqft",,
21873431,,,Industrial only,,"Under construction, New",,Industrial (1),,,,,"4,000 sqft",,"4,000 sqft",,
21891385,,,Commercial and office space,,1966,,Commercial (1),,,,,,,"2,400 sqft",,
21892150,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,707 sqft",,
21912591,,,Commercial and office space,,,,Office (1),,,,,,,"2,850 sqft",,
21925900,"120,556 sqft",,Commercial and office space,,2017,,Commercial (1),,,,,,,735 sqft,,
21926934,,,Offices only,,,,Office (1),,,,,,,150 sqft,,
21932892,,,Offices only,,2017,,Commercial (1),,,,,,,"3,000 sqft",,
21939077,,,Commercial and office space,,1998,,Commercial (1),,,,,,,"2,000 sqft",,
21944145,,,Commercial and office space,,,,Office (1),,,,,,,"4,612 sqft",,
21946880,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"3,000 sqft",,
21967698,,,Offices only,,1900,,Office (1),,,,,,,"1,600 sqft",Office,
21971378,,,Commercial and office space,,2010,,Commercial (1),,,,,,,"1,223 sqft",,
21971929,,,Commercial only,,,,Commercial (1),,,,,,,700 sqft,,
21976124,"22,138 sqft",,Commercial and office space,,1987,,Commercial (1),,,,,"3,000 sqft",,"3,000 sqft","Car wash, Other",
21977921,,,Offices only,,,,Office (1),,,,,,,"1,486 sqft",,
21983772,"46,898 sqft",,Offices only,,2015,,Commercial (1),,,,,,,"1,549 sqft",Other,
21993218,,,Commercial and office space,,1900,,Office (1),,,,,,,"6,130 sqft",,
21997288,,,Offices only,,,,Office (1),,,,,,,88 sqft,Other,
22001565,,,Offices only,,,,Office (1),,,,,"1,890 sqft",,"1,890 sqft",,
22001807,,,Commercial and office space,,1978,,Commercial (1),,,,,"7,000 sqft",,"7,000 sqft",Other,
22001959,"4,277 sqft",,Industrial and offices,,"Under construction, New",,Industrial (1),,,,,"9,532 sqft",,"9,532 sqft",,
22005172,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"17,000 sqft",,"8,500 sqft",,
22011731,"10,495 sqft",,Commercial only,,1995,,Office (1),,,,,,,"1,800 sqft",,
22020529,,,Commercial and office space,,,,Commercial (1),,,,,,,"12,000 sqft",,
22022234,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,400 sqft",,"2,400 sqft",,
22028767,"68,278 sqft",,Commercial only,,,,Commercial (1),,,,,,,"2,200 sqft",,
22035034,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,971 sqft",,
22044814,,,Commercial and industrial,,1951,,Commercial (1),,,,,"16,000 sqft",,"16,000 sqft",,
22049284,,,Offices only,,,,Commercial (1),,,,,"1,625 sqft",,"1,625 sqft",,
22067208,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"5,417 sqft",Restaurant,
22086445,,,Industrial and offices,,2007,,Industrial (1),,,,,,,"3,476 sqft","Fitness centre, Electronics, Household appliances, Moving company, Packaging, Computing equipment, Electrical supplies, Building materials, Plumbing, Sporting goods, Shopping centre, Health centre, Dealer, Decoration, Furniture repair",
22089452,,,Offices only,,1998,,Office (1),,,,,,,"3,081 sqft",Other,
22097951,"4,367 sqft",,Commercial only,,1970,,Office (1),,,,,"3,000 sqft",,"1,430 sqft",Other,
22098792,"14,124 sqft",,Commercial and office space,,2007,,Commercial (1),,,,,"3,226 sqft",,"5,204 sqft",Restaurant,
22102888,"4,832 sqft",,Offices only,,1991,,Office (1),,,,,,,"4,000 sqft",Other,
22110028,,,Commercial and office space,,1970,,Office (1),,,,,,,"4,394 sqft",,
22114365,,,Commercial and office space,,"2017, New",,Commercial (1),,,,,,,"2,883 sqft",Offices or Retail services,
22117454,,,Commercial only,,,,Commercial (1),,,,,,,"15,000 sqft",,
22120892,"19,682 sqft",,Commercial and office space,,1966,,Commercial (1),,,,,"1,608 sqft",,"2,470 sqft",,
22122269,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,225 sqft",,
22123077,,,Industrial only,,,,Industrial (1),,,,,,,"2,500 sqft",,
22131575,,,Commercial and office space,,,,Commercial (1),,,,,,,386 sqft,,
22135918,,,,,,,,,,,,,,,Hairdresser,
22145219,,,Commercial only,,Unknown age,,Commercial (1),,,,,"4,500 sqft",,"4,500 sqft",Cours de conduite...,
22154572,,,Commercial and residential,,1960,,Commercial (1),,,,,"3,000 sqft",,"2,600 sqft",,
22178430,,,Offices only,,,,Commercial (1),,,,,,,"1,840 sqft",Other,
22179400,,,Commercial only,,1885,,Commercial (1),,,,,,,"1,760 sqft","Bakery, Restaurant, Arts and Crafts supplies, Florist, Computing equipment, Decoration, Furniture store, Furniture repair, Electronics, Arts and Crafts",
22197638,,,Offices only,,1910,,Commercial (1),,,,,,,80 sqft,,
22208684,,,Commercial and office space,,,,Office (1),,,,,,,"2,587 sqft",,
22213202,,,Commercial only,,,,"Commercial (2), Office (1)",,,,,,,"From 1,122 sqft to 6,146 sqft",,
22215686,,,Commercial and office space,,,,Office (1),,,,,,,953 sqft,,
22220395,,,Offices only,,,,Office (1),,,,,,,660 sqft,,
22224519,,,Offices only,,,,Office (1),,,,,,,207 sqft,"Accounting, Other",
22234579,,,Commercial and office space,,,,Commercial (1),,,,,,,600 sqft,Fast food,
22264957,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"2,735 sqft",,
22272974,,,Offices only,,2017,,Commercial (1),,,,,,,210 sqft,,
22276123,,,Commercial only,,2015,,Commercial (1),,,,,534 sqft,,534 sqft,Restaurant,
22278342,,,Industrial only,,Unknown age,,Industrial (1),,,,,"7,000 sqft",,"7,000 sqft",,
22288828,,,Commercial and office space,,1923,,Office (1),,,,,,,"1,230 sqft",,
22291944,,,Offices only,,1885,,Office (1),,,,,,,"4,300 sqft",Office space,
22296768,,,Commercial only,,1969,,Commercial (1),,,,,,,745 sqft,Restaurant,
22310048,,,Industrial only,,,,Industrial (1),,,,,,,"7,625 sqft",,
