0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool,Type of operation,Residential unit,Intergenerational
20513791,"30,000 sqft",Residential, , , , , , , , , , , , , , , , , 
20513801,"9,812 sqft",Residential, , , , , , , , , , , , , , , , , 
20515994,"14,999 sqft", ,Residential only,Detached,1974, ,Residential (12),"1 x 2 ½,  3 x 3 ½,  5 x 4 ½,  3 x 5 ½", ,"$84,840", ,"3,337 sqft", , , , , , , 
20517103,"14,617 sqft", ,Commercial only, ,Unknown age, ,Warehouse (1), , , , , , ,"14,617 sqft", , , , , 
20518295,"6,305 sqft", ,Seniors' residence,Detached,2000, ,Residential (16),16 x 1 ½, ,"$225,012",Basement 6 feet or +,"1,957 sqft",Driveway (10), , , , , , 
20518689,"44,261 sqft",Residential, , , , , , , , , , , , , , , , , 
20524475,"163,186 sqft",Residential, , , , , , , , , , , , , , , , , 
20524846,"89,968 sqft",Residential, , , , , , , , , , , , , , , , , 
20524977,"20,113 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
20525965,"62,657 sqft",Residential, , , , , , , , , , , , , , , , , 
20527981,"3,440 sqft", ,Residential only,Detached,1921, ,Residential (3),"2 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,520", , ,Driveway (3), , , , , , 
20528178,"73,329 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
20528971,"32,739 sqft",Residential, , , , , , , , , , , , , , , , , 
20529480,"4,628,481 sqft",Residential, , , , , , , , , , , , , , , , , 
20529541,"5,932 sqft", ,Residential only,Detached,1958, ,Residential (2),"1 x 5 ½,  1 x 6 ½","5 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$66,000",Basement 6 feet or +, ,"Driveway (4), Garage (2)", , , , , , 
20530226,"7,950 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x 6 ½","6 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,000", , ,Driveway (3), , , , , , 
20533382,"10,000 sqft", ,Residential only,Detached,1905, ,Residential (2),"1 x 4 ½,  1 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$11,400", ,"1,174 sqft",Driveway (5), , , , , , 
20533670,"53,752 sqft",Residential, , , , , , , , , , , , , , , , , 
20535168,"622,379 sqft",Residential, , , , , , , , , , , , , , , , , 
20536148,"22,894 sqft",Residential, , , , , , , , , , , , , , , , , 
20539463,"10,397 sqft", ,Residential only,Detached,1955, ,Residential (5),"2 x 2 ½,  2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$42,780",Basement 6 feet or +, ,Driveway (6), , , , , , 
20539742,"5,310 sqft", ,Residential only,Detached,2004, ,Residential (2),"1 x 4 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$28,692",Basement 6 feet or +,"1,820 sqft",Driveway (4), , , , , , 
20539895,"31,750 sqft",Agricultural, , , , , , , , , , , , , , , , , 
20539943,"68,060 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
20542845,"11,298,214 sqft", , , ,"Unknown age, Century",Wood stove, , , , , , ,Driveway (8), , , , , , 
20544112,"1,915 sqft", ,Residential only,Semi-detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$9,600",Basement 6 feet or +,"1,050 sqft",Garage (1), , , , , , 
20545306,"12,651 sqft", ,Residential only,Detached,1972, ,Residential (2),2 x 10 ½,"10 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$13,800",Basement 6 feet or +,576 sqft, , , , , , , 
20546808,"2,269 sqft", ,Residential and commercial,Attached,1935, ,"Residential (1), Commercial (1)", ,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$35,400", ,"2,269 sqft", ,"2,269 sqft", , , ,1 x 6 ½, 
20547182,"108,464 sqft",Residential, , , , , , , , , , , , , , , , , 
20547365, , ,Residential only,Attached,1977, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$25,080", , , , , , , , , 
20547873,"4,374 sqft", ,Residential only,Detached,1988, ,Residential (3),"2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$28,140",Basement 6 feet or +, ,"Driveway (3), Garage (1)", , , , , , 
20548199, , , , , , , , , , , , , , ,Restaurant, , , , 
20549894,"5,652 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,600", , ,"Driveway (8), Garage (2)", , , , , , 
20551429, , , , , , , , , , , , , , ,Pastry shop, , , , 
20552500,"3,353 sqft", ,Residential only,Semi-detached,2013, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$16,800",Basement 6 feet or +,"1,012 sqft",Driveway (2), , , , , , 
20552808, , , , , , , , , , , , , , ,Restaurant, , , , 
20554272,"65,204 sqft",Residential, , , , , , , , , , , , , , , , , 
20555199, , ,Industrial and offices, ,"To be built, New", ,Industrial (1), , , , ,"6,000 sqft", ,"6,000 sqft", , , , , 
20555748,"2,217 sqft", ,Residential only,Attached,1967, ,Residential (2),"1 x 5 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$9,600", , ,"Driveway (1), Garage (1)", , , , , , 
20556060,"10,185 sqft", ,Commercial and office space, ,2007, ,Commercial (1), , , , ,"2,323 sqft", ,"2,300 sqft","Pet shop, Antique, Electronics, Household appliances, Sporting goods, Jewellery store, Bakery, Arts and Crafts, Boutique, Health centre, Cabinet making, Driving school, Computing equipment, Furniture repair, Locksmith", , , , 
20556676,"18,284 sqft", ,Residential only,Detached,2015, ,Residential (2),2 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$25,920", ,"1,232 sqft",Driveway (4), , , , , , 
20557698, , , , , , , , , , , , , , ,Daycare centre, , , , 
20559363,"1,526 sqft", ,Residential only,Detached,Unknown age, ,Residential (5),"4 x 3 ½,  1 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$37,800", , , , , , , , , 
20561953,"12,314 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
20563332, , , , , , , , , , , , , , ,Restaurant, , , , 
20563748,"32,293 sqft",Residential, , , , , , , , , , , , , , , , , 
20564020,"2,790 sqft", ,Residential only,Attached,1964, ,Residential (3),"1 x 4 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$1,300", ,"1,260 sqft",Garage (1), , , , , , 
20565266,"7,914 sqft", ,Residential and commercial,Detached,1920, ,"Residential (4), Commercial (1)",4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$43,320", , ,"Driveway (6), Garage (1)","1,600 sqft", , , , , 
20565921,"1,087,983 sqft",Residential, , , , , , , , , , , , , , , , , 
20567210,"2,017 sqft", ,Residential only,Semi-detached,1929, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$19,920", , , , , , , , , 
20568459,"51,795 sqft",Residential, , , , , , , , , , , , , , , , , 
20570495,"53,820 sqft", , , ,1915, , , , , ,Basement 6 feet or +, ,Driveway (8), , , , , , 
20572379,"3,002 sqft", ,Residential only,Detached,1947, ,Residential (3),"1 x 3 ½,  2 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$27,900",Basement 6 feet or +, ,Driveway (3), , , , , , 
20573327, ,Residential, , , , , , , , , , , , , , , , , 
20577269, , ,Commercial and office space, ,1994, ,Commercial (1), , , , ,680 sqft, ,11 sqft, , , , , 
20579747,"6,986 sqft", ,Residential only,Detached,1947, ,Residential (2),"1 x 5 ½, 1 x 10 ½","10 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$22,200","Access to waterfront, Navigable body of water, Basement 6 feet or +",732 sqft,Driveway (8), , , , , , 
20581622,"2,583 sqft", ,Residential and commercial,Detached,1930, ,"Residential (4), Commercial (3)","2 x 3 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$44,100", ,"1,750 sqft", ,"From 300 sqft to 1,740 sqft", , , , , 
20583208,"6,509 sqft", ,Residential only,Detached,2015, ,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$31,800", , , , , , , , , 
20586747,"5,944 sqft", ,Residential only,Detached,1949, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,744", , ,Driveway (4), , , , , , 
20588274,"1,882 sqft", ,Residential only,Detached,1915, ,Residential (2),"1 x 4 ½,  1 x 8 ½","8 Rooms, 3 Bedrooms, 1 Bath/powder room","$12,840",Basement 6 feet or +, , , , , , , , 
20588705,"261,360 sqft",Resort, , , , , , , , , , , , , , , , , 
20590274,"147,000 sqft", ,Commercial only, ,1986, ,Commercial (1), , , , , , ,"5,530 sqft",Motel, , , , 
20590860, ,Residential, , , , , , , , , , , , , , , , , 
20593402,"17,946,720 sqft", , , ,2000, , , , , ,Basement 6 feet or +, , , , , ,fourrages et céréales, , 
20593524, , ,Industrial and offices, ,1950, ,Industrial (1), , , , , , ,"5,600 sqft", , , , , 
20593786,"82,312 sqft",Residential, , , , , , , , , , , , , , , , , 
20593805,"54,964 sqft", ,Residential only,Detached,1993,Wood fireplace,Residential (4),4 x 4 ½,"4 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$24,840", ,"2,638 sqft",Driveway (8), , ,Above-ground, , , 
20594281,"218,507 sqft","Agricultural, Other", , , , , , , , , , , , , , , , , 
20594466,"16,300 sqft", ,Seniors' residence,Detached,Unknown age, ,Residential (9), , ,"$170,340","Basement 6 feet or +, Adapted for reduced mobility", ,Driveway (10), , , , , , 
20595826,"43,077 sqft",Residential, , , , , , , , , , , , , , , , , 
20596151,"54,895 sqft",Residential, , , , , , , , , , , , , , , , , 
20596341,"2,948 sqft", ,Commercial and residential, ,1910, ,"Residential (1), Commercial (1)", , , , ,"2,700 sqft", ,"1,821 sqft","Bar, Other", , , , 
20596489,"5,499 sqft", ,Residential only,Detached,1940, ,Residential (7),"1 x 2 ½,  2 x 3 ½,  3 x 4 ½,  1 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$50,100",Basement 6 feet or +, ,Driveway (7), , , , , , 
20598603,"37,055 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
20600689,"45,000 sqft",Residential, , , , , , , , , , , , , , , , , 
20600920,"77,089 sqft",Residential, , , , , , , , , , , , , , , , , 
20601072,"3,632 sqft", ,Residential only,Detached,2007, ,Residential (2),"1 x 3 ½,  1 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$16,200", , , , , , , , , 
20602487,"30,009 sqft",Residential, , , , , , , , , , , , , , , , , 
20603585, , , , , , , , , , , , , , ,"Restaurant, Bar", , , , 
20605281,"57,000 sqft",Residential, , , , , , , , , , , , , , , , , 
20606306,"67,190 sqft",Residential, , , , , , , , , , , , , , , , , 
20608204,"39,000 sqft",Commercial, , , , , , , , , , , , , , , , , 
20612192, , , , , , , , , , , , , , ,Restaurant, , , , 
20612437, , ,Residential only,Semi-detached,Unknown age, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$31,200", , ,"Driveway (1), Garage (1)", , , , , , 
20614881,"6,500 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,600", , ,Driveway (3), , , , , , 
20616321,"129,167 sqft",Residential, , , , , , , , , , , , , , , , , 
20618390,"2,964 sqft", ,Residential only,Detached,1940, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,960",Basement 6 feet or +, ,Driveway (2), , , , , , 
20619630,"14,375 sqft", ,Residential only,Detached,1958, ,Residential (2),"1 x 3 ½,  1 x 9 ½","9 Rooms, 5 Bedrooms, 2 Bath/powder rooms","$26,400", , ,Driveway (4), , , , , , 
20619710,"5,445,000 sqft","Agricultural, Commercial, Residential, Resort", , , , , , , , , , , , , , , , , 
20621499,"4,950 sqft", ,Residential and commercial,Detached,1942, ,"Residential (2), Commercial (2)",2 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$36,600", ,"1,170 sqft",Driveway (8),"From 400 sqft to 1,260 sqft", , , , , 
20621535,"4,185 sqft", ,Residential only,Detached,Unknown age, ,Residential (9),"8 x 2 ½,  1 x 5 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$45,000", ,"2,682 sqft",Garage (1), , , , , , 
20623757,"2,640 sqft", ,Residential only,Attached,Unknown age, ,Residential (6),6 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$40,800", , , , , , , , , 
20623984,"76,412 sqft",Other, , , , , , , , , , , , , , , , , 
20626531,"44,627 sqft",Residential, , , , , , , , , , , , , , , , , 
20627267,"43,498 sqft",Residential, , , , , , , , , , , , , , , , , 
20627713,"52,808 sqft",Residential, , , , , , , , , , , , , , , , , 
20628904,"15,672 sqft", ,Residential only,Detached,Unknown age,Wood stove,Residential (2),2 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$10,680",Basement 6 feet or +, , , , , , , , 
20630256,"5,834 sqft",Residential, , , , , , , , , , , , , , , , , 
20631271,"6,969 sqft",Residential, , , , , , , , , , , , , , , , , 
20631330,"3,667 sqft", ,Commercial and office space, ,1919, ,Office (1), , , , ,911 sqft, ,"2,792 sqft",Other, , , , 
20632182,"39,803 sqft",Residential, , , , , , , , , , , , , , , , , 
20635558,"2,000 sqft", ,Residential and commercial,Detached,1951, ,"Residential (8), Office (1)","4 x 1 ½,  4 x 2 ½", ,"$57,240", , , , , , , , , 
20635864,"9,294 sqft", ,Residential only,Detached,"To be built, New", ,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$33,960", , ,Driveway (2), , , , , , 
20641054,"36,132 sqft",Residential, , , , , , , , , , , , , , , , , 
20642592,"13,912 sqft", ,Residential only,Detached,1977, ,Residential (12),"2 x 2 ½,  10 x 3 ½", ,"$73,020",Basement 6 feet or +, ,Driveway (18), , , , , , 
20642914, , ,Residential only,Detached,1880, ,Residential (4),"2 x 3 ½,  2 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$37,764", , , , , , , , , 
20643758,"514,008 sqft",Residential, , , , , , , , , , , , , , , , , 
20645944,"85,820 sqft",Residential, , , , , , , , , , , , , , , , , 
20648685,"30,202 sqft", ,Commercial and residential, ,1996, ,"Residential (1), Commercial (1)", , , , ,"2,700 sqft", ,"1,211 sqft", , , , , 
20649742,"65,132 sqft",Residential, , , , , , , , , , , , , , , , , 
20650652,"50,318 sqft",Residential, , , , , , , , , , , , , , , , , 
20651467,"27,176 sqft",Residential, , , , , , , , , , , , , , , , , 
20652709,"209,918 sqft",Residential, , , , , , , , , , , , , , , , , 
20653995,"5,000 sqft", ,Residential and commercial,Detached,Unknown age, ,"Residential (4), Warehouse (1)",4 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$27,480",Basement 6 feet or +,"4,700 sqft",Driveway (4),600 sqft, , , , , 
20654516,"44,840 sqft", ,Commercial and residential, ,1967, ,Commercial (1), , , , , , ,"10,000 sqft",Other, , , , 
20655901,"11,661 sqft", ,Residential only,Detached,1988,Wood stove,Residential (3),"1 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$19,800", ,970 sqft, , , , , , , 
20657695, , , , , , , , , , , , , , ,Laundromat, , , , 
20659404,"19,643 sqft",Residential, , , , , , , , , , , , , , , , , 
20660084,"4,500 sqft", ,Residential only,Detached,1925, ,Residential (3),"2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$12,564",Basement 6 feet or +,"1,080 sqft","Driveway (3), Garage (1)", , , , , , 
20663266,"18,813 sqft",Residential, , , , , , , , , , , , , , , , , 
20663711,"2,117 sqft", ,Residential and commercial,Semi-detached,1964, ,"Residential (4), Commercial (1)","2 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$55,320", , , ,"1,700 sqft", , , , , 
20666691,"20,698 sqft",Residential, , , , , , , , , , , , , , , , , 
20667882,"54,627 sqft",Residential, , , , , , , , , , , , , , , , , 
20668235,"43,174 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
20668322,"292,821 sqft",Residential, , , , , , , , , , , , , , , , , 
20670344,"8,181 sqft",Residential, , , , , , , , , , , , , , , , , 
20671517,"9,948 sqft",Residential, , , , , , , , , , , , , , , , , 
20671811,"53,623 sqft",Residential, , , , , , , , , , , , , , , , , 
20672562,"33,354 sqft",Residential, , , , , , , , , , , , , , , , , 
20672684,"2,293 sqft", ,Residential only,Attached,1924, ,Residential (5),"4 x 4 ½,  1 x 7 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$70,380",Basement 6 feet or +,"1,259 sqft",Driveway (2), , , , , , 
20672812,"1,145,192 sqft", , , ,1956,Wood fireplace, , , , , , ,"Driveway (10), Garage (2)", , , , , , 
20674052,"8,000 sqft", ,Commercial and residential, ,1956, ,"Residential (1), Commercial (1)", , , , ,"4,200 sqft", ,"4,200 sqft",Garage, , , , 
20674253,"16,553 sqft", ,Commercial and residential, ,1886, ,Office (1), , , , , , ,"4,960 sqft",Voir zonage permis, , , , 
20674971,"19,401 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
20675317,"5,750 sqft", ,Residential only,Semi-detached,1973, ,Residential (8),"4 x 4 ½,  4 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$72,480", , ,Driveway (6), , , , , , 
20677311,"49,213 sqft",Other, , , , , , , , , , , , , , , , , 
20680356,"6,600 sqft", ,Residential only,Detached,1925, ,Residential (4),"1 x 2 ½,  1 x 3 ½,  1 x 4 ½,  1 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$34,680",Basement 6 feet or +, ,"Driveway (6), Garage (2)", , , , , , 
20680788,"84,399 sqft",Residential, , , , , , , , , , , , , , , , , 
20681214,"55,316 sqft",Residential, , , , , , , , , , , , , , , , , 
20681297,"55,734,584 sqft","Commercial, Resort", , , , , , , , , , , , , , , , , 
20683331,"75,573 sqft","Commercial, Industrial, Residential", , , , , , , , , , , , , , , , , 
20683470,"39,826 sqft",Residential, , , , , , , , , , , , , , , , , 
20684311,"32,278 sqft", ,Residential only,Detached,1988,"Wood fireplace, Wood stove",Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$19,200",Basement 6 feet or +, ,Driveway (3), , , , , , 
20684994, , , , , , , , , , , , , , ,Restaurant, , , , 
20685206,"11,335,016 sqft","Other, Residential, Resort", , , , , , , , , , , , , , , , , 
20686182,"107,600 sqft",Residential, , , , , , , , , , , , , , , , , 
20687643,"5,877,929 sqft",Agricultural, , , , , , , , , , , , , , , , , 
20688851,"45,908 sqft",Residential, , , , , , , , , , , , , , , , , 
20689665,"10,000 sqft", ,Commercial and office space, ,1927, ,Office (5), , , , ,"6,850 sqft", ,"From 500 sqft to 11,327 sqft", , , , , 
20691626,"14,374,800 sqft",Residential, , , , , , , , , , , , , , , , , 
20693367, ,Residential, , , , , , , , , , , , , , , , , 
20698301,"8,700 sqft", ,Residential only,Detached,1916, ,Residential (2),"1 x 4 ½,  1 x 6 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$5,280", ,"1,436 sqft","Driveway (4), Garage (1)", , , , , , 
20700436,"5,140 sqft", ,Residential only,Detached,1950, ,Residential (5),"2 x 3 ½,  2 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$46,200",Basement 6 feet or +, ,Driveway (3), , , , , , 
20701697,"6,176 sqft",Residential, , , , , , , , , , , , , , , , , 
20703498,"12,500 sqft",Residential, , , , , , , , , , , , , , , , , 
20707771,"414,604 sqft",Residential, , , , , , , , , , , , , , , , , 
20708244,"2,605 sqft", ,Residential only,Attached,1969, ,Residential (6),"1 x 3 ½,  4 x 4 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$43,884",Basement 6 feet or +,"1,848 sqft", , , , , , , 
20708491,"34,925 sqft",Residential, , , , , , , , , , , , , , , , , 
20709092,"72,672 sqft", ,Commercial and industrial, ,1972, ,Commercial (1), , , , ,"15,984 sqft", ,"15,984 sqft",Other, , , , 
20714308,"9,700 sqft", ,Industrial only, ,1957, ,Industrial (3), , , , , , ,From 11 sqft to 32 sqft,Garage, , , , 
20714399,"3,998 sqft","Other, Residential", , , , , , , , , , , , , , , , , 
20715471,"105,827 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
20717594, , , , , , , , , , , , , , ,Restaurant, , , , 
20717998,"53,143 sqft", , , ,1950, , , , , , , , , , , , , , 
20720736, , , , , , , , , , , , , , ,Fast food, , , , 
20720932, , ,Commercial only, ,2005, ,Commercial (1), , , , , , ,"1,578 sqft", , , , , 
20722979,"17,093 sqft", ,Commercial only, ,1992, ,Commercial (1), , , , ,"1,440 sqft", ,900 sqft, , , , , 
20724532,"32,292 sqft",Residential, , , , , , , , , , , , , , , , , 
20724979,"2,265 sqft", ,Residential only,Attached,1952, ,Residential (3),"2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$23,496",Basement 6 feet or +, , , , , , , , 
20726551,"49,426 sqft",Residential, , , , , , , , , , , , , , , , , 
20727350,"388,014 sqft",Commercial, , , , , , , , , , , , , , , , , 
20728628,"11,313 sqft", ,Residential only,Detached,1964,Wood fireplace,Residential (4),"2 x 2 ½,  1 x 3 ½,  1 x Other","3 Rooms, 1 Bedroom, 1 Bath/powder room","$14,280","Access to waterfront, Basement 6 feet or +","2,115 sqft",Driveway (4), , ,Inground, , , 
20730242,"32,714 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
20730466,"4,180 sqft", ,Residential only,Semi-detached,1964, ,Residential (6),"1 x 3 ½,  5 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$44,821", , , , , , , , , 
20730930,"7,707 sqft", ,Residential only,Detached,1948,Oil stove,Residential (3),"1 x 3 ½,  1 x 4 ½,  1 x 7 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$20,100",Basement 6 feet or +, ,Garage (1), , , , , , 
20731465,"7,142 sqft", ,Residential only,Detached,1990, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$51,000",Basement 6 feet or +,"2,300 sqft",Driveway (6), , , , , , 
20734233,"410,105 sqft",Residential, , , , , , , , , , , , , , , , , 
20735990,"108,128 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
20736527,"22,093 sqft",Residential, , , , , , , , , , , , , , , , , 
20737216,"79,999 sqft",Residential, , , , , , , , , , , , , , , , , 
20737415,"12,594 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
20737866,"5,000 sqft", ,Residential only,Detached,1925, ,Residential (4),"1 x 2 ½,  1 x 3 ½,  2 x 4 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$22,800", , , , , , , , , 
20738652,"4,353,998 sqft", , , ,Unknown age, , , , , ,Basement 6 feet or +, ,"Driveway (10), Garage (1)", , , , , , 
20739033,"4,588 sqft", ,Residential only,Detached,1984, ,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$16,308", ,914 sqft,Driveway (4), , , , , , 
20741177,"2,688 sqft", ,Residential only,Attached,1962, ,Residential (2),"1 x 5 ½,  1 x 6 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$18,348", ,"1,120 sqft",Garage (1), , , , , , 
20741299,"8,609 sqft","Other, Residential", , , , , , , , , , , , , , , , , 
20741580,"43,055 sqft",Residential, , , , , , , , , , , , , , , , , 
20741847,"18,487 sqft", ,Residential only,Detached,Unknown age,Wood stove,Residential (2),"1 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$9,600", , ,Driveway (2), , , , , , 
20742355,"8,653 sqft",Residential, , , , , , , , , , , , , , , , , 
20742846,"75,273 sqft",Residential, , , , , , , , , , , , , , , , , 
20744748,"32,292 sqft", ,Commercial and industrial, ,1993, ,Commercial (1), , , , ,"6,000 sqft", ,"6,000 sqft",Commercial fishing supplies, , , , 
20745568,"31,532 sqft",Residential, , , , , , , , , , , , , , , , , 
20745726,"17,875 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
20746012,"3,471 sqft", ,Residential only,Semi-detached,1972,Wood fireplace,Residential (3),"1 x 2 ½,  1 x 5 ½,  1 x 8 ½","8 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$35,400",Basement 6 feet or +, ,"Driveway (2), Garage (2)", , , , , , 
20746076,"43,065 sqft",Residential, , , , , , , , , , , , , , , , , 
20747861,"596,815 sqft",Residential, , , , , , , , , , , , , , , , , 
20748883,"3,578 sqft", ,Residential only,Semi-detached,"1940, Being converted", ,Residential (6),6 x Other, ,"$111,840", , ,Driveway (4), , , , , , 
20749499,"3,960 sqft", ,Residential only,Semi-detached,1963, ,Residential (3),"1 x 2 ½,  1 x 5 ½,  1 x 6 ½","2 Rooms, 1 Bath/powder room","$28,620",Basement 6 feet or +, ,"Driveway (1), Garage (1)", , , , , , 
20749544,"44,718 sqft",Residential, , , , , , , , , , , , , , , , , 
20749798,"4,881 sqft", ,Residential and commercial,Detached,2008,Gas fireplace,Residential (2),"1 x 5 ½,  1 x Other","5 Rooms, 1 Bedroom, 1 Bath/powder room","$8,220", , ,Garage (1), , , , , , 
20751250,"14,921 sqft", ,Residential only,Detached,Unknown age, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$19,200",Basement 6 feet or +, ,"Driveway (6), Garage (2)", , , , , , 
20752866,"2,957 sqft", ,Residential only,Attached,1900, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$10,020", , , , , , , , , 
20753209, , ,Residential only,Detached,"To be built, New", ,Residential (4),"2 x 3 ½,  2 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$42,600", , ,Driveway (8), , , , , , 
20754370,"3,291 sqft", ,Residential only,Detached,1920, ,Residential (2),"1 x 4 ½,  1 x 6 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$16,980", ,635 sqft,Driveway (4), , , , , , 
20756236,"8,791 sqft", ,Residential and commercial,Attached,1920, ,"Residential (7), Commercial (3)","3 x 2 ½,  4 x 4 ½", ,"$47,880",Basement 6 feet or +,"4,320 sqft",Driveway (4), , , , , , 
20757556,"12,640 sqft",Residential, , , , , , , , , , , , , , , , , 
20758300,"6,240 sqft", ,Residential only,Detached,1952, ,Residential (3),"1 x 4 ½,  2 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$26,208", , , , , , , , , 
20759011,"555,144 sqft",Agricultural, , , , , , , , , , , , , , , , , 
20759383,"6,954 sqft", ,Residential only,Detached,1976, ,Residential (2),"1 x 3 ½,  1 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$25,200",Basement 6 feet or +, ,Driveway (4), , ,Above-ground, , , 
